ch.unibas.cs.gravis	scalismo-hdf5-json_3	0.1-RC1		af8c87c15c27135a247bfad49b7bea35baadcb6f
io.youi	youi-template_sjs0.6_2.11	0.6.7		cdd34e574e06427216668c7eeb43b988ddcc4655
io.youi	youi-template_sjs0.6_2.11	0.6.8		64acf5f3067e2ac6a5a849ee1ea6e4c7516561e4
io.youi	youi-template_sjs0.6_2.11	0.6.9		d49ce0645228e3c1de1afafabb8d5d49ad9ce31b
io.youi	youi-template_sjs0.6_2.11	0.7.0		7761607410332ebc8ea771c64eab6bfdae610b7e
io.youi	youi-template_sjs0.6_2.11	0.7.1		fdc7227606a9b4da8874193b10e205fbef6978be
io.youi	youi-template_sjs0.6_2.11	0.7.2		3e9c88b43dc2ad8508d6d52fdda300d4c97888c2
io.youi	youi-template_sjs0.6_2.11	0.7.3		25c38d850feb0ce4c705d958caa459002eb054e7
me.legrange.services	service-mongo	3.1.1		c6c68a95b06baa0676edd1b1c1590fee970ba540
me.legrange.services	service-mongo	3.1.14		3364dd50f8e4dd7816a55b9d578a5a3436a2f1a4
me.legrange.services	service-mongo	3.1.9		60dff9e3cf3a2ef54c33f0f255764ec0e7c15e8f
me.legrange.services	service-mongo	3.10.0		15258b3e2f4b2b22db6b1624936bb026e6cd19b0
me.legrange.services	service-mongo	3.10.1		05e062d39eab7c3a29feff5ed2af3529972ef38b
me.legrange.services	service-mongo	3.10.11		c3930645f2af022278358b059ca70466eedcb183
me.legrange.services	service-mongo	3.10.2		e11142f38c58675ba872b4a36ab12f02644cf293
me.legrange.services	service-mongo	3.10.3		7b589fab6ae61812de94b97959b147f76a060aaa
me.legrange.services	service-mongo	3.10.4		063ef90e96a0bae66389694a7acae84571f1b5fa
me.legrange.services	service-mongo	3.10.5		343ad476f93ac7d842fdc1fdbbec94c3910b1f37
me.legrange.services	service-mongo	3.10.7		46aa7c27edd0a31e78c6dd7344ff6d7690358a28
me.legrange.services	service-mongo	3.10.8		ff54fa2bb4475e3288a228331ef2f12f39e78177
me.legrange.services	service-mongo	3.10.9		52e585a6d52133bafe6d5324cbd1ab20e56da398
me.legrange.services	service-mongo	3.11.0		76d47344a7535fb3f0d5df79330aa6903f6ff636
me.legrange.services	service-mongo	3.11.1		50de8cd47494fcfe1f5e1a9ee2e9a3e967a6d2bb
me.legrange.services	service-mongo	3.11.2		560675531f9fcce588294170ba07be2d6bd6b8ff
me.legrange.services	service-mongo	3.2.10		19544426347d389c1ccec21a7b0735f72bbdf8c8
me.legrange.services	service-mongo	3.2.11		56b50381a3d815a6a98f1b17c3eeec64a470e74d
me.legrange.services	service-mongo	3.2.12		6f4ea5c7303a9d6ee15fa3a4155f09a895ca479e
me.legrange.services	service-mongo	3.2.14		a6436385fdf34e912a1b74b505efa14e9ee7c320
me.legrange.services	service-mongo	3.2.15		6ece72ad8ca90bd55a527b3df5a51419fdec880c
me.legrange.services	service-mongo	3.2.9		4fb3f42be2d32d81ad8529e7d0047ce94b3a2f98
me.legrange.services	service-mongo	3.3		59535e229fabe759a9765bcf1d4f3f06226d6940
me.legrange.services	service-mongo	3.3.1		68749607b891c66e67cb28955c9172b9fde18398
me.legrange.services	service-mongo	3.3.2		19edda080606b98dd9a8f3375006b5681c1c2bf5
me.legrange.services	service-mongo	3.3.3		188e2d9ae1d4d9f7fa2d855892fc23db69ab53b9
me.legrange.services	service-mongo	3.3.4		48d6e7a057b9d2ff80309584b1231f93ed06a86b
me.legrange.services	service-mongo	3.3.5		c9a823fe23281db1c0f39715190f576808063acd
me.legrange.services	service-mongo	3.4.0		5522f98b1f44e619fce01d07a8b90a64860f2ebb
me.legrange.services	service-mongo	3.4.2		392d286be4d9e20234380ef58e8f40b62a9a5088
me.legrange.services	service-mongo	3.5.0		59276b8072eb4c5037ecffcd6be02562965231f5
me.legrange.services	service-mongo	3.5.1		c3c522d9ba179d9237688e273abd8c34a218cdae
me.legrange.services	service-mongo	3.5.2		34b5aea28c6d72d2efd086a31a4ff8d2c85c0d31
me.legrange.services	service-mongo	3.5.3		a162b15b31a42fa84f6d9f420d68d8545169db1b
me.legrange.services	service-mongo	3.6.1		57934179a3f2e822517771f54de31cb31df99db9
me.legrange.services	service-mongo	3.6.2		8adfc708ba6e555a035367722eef5be237826b9e
me.legrange.services	service-mongo	3.6.3		d27f0523d57a78a027d3efa93855a3db4de388f3
me.legrange.services	service-mongo	3.6.4		66679a053d53194e3e69dded52e906b9c7218cd3
me.legrange.services	service-mongo	3.6.5		27020e214f53de00e06d454014b0eb485b054e93
me.legrange.services	service-mongo	3.6.6		4a3a0f789e0e17d5a3c0f28465ee4a5fc3206a7d
me.legrange.services	service-mongo	3.7.0		aa20c0820c8c1d4b1229ed83c93f0a2fa6ae9546
me.legrange.services	service-mongo	3.8.1		da55d5171bf656dc1d0451714c42a1a2ab5d4f38
me.legrange.services	service-mongo	3.9.0		9d928df43de41ae8caebe6876bbb0f0f618e935a
me.legrange.services	service-mongo	4.0.0		bc6ac59112f14f0f51855aa96954895a082c0cc1
me.legrange.services	service-mongo	4.1.0		c7d4258f926f310c5800ff6c6e9d4f82d91a061d
me.legrange.services	service-mongo	4.2.0		7e31b91c1e794ef358738e3a9b149008cfdc0cd9
me.legrange.services	service-mongo	4.3.0		f4b0d3f592a62bff5d03a37a018ce319042de4e3
me.legrange.services	service-mongo	4.3.1		5065aed2906d3ae03ab58ad49985624ac25c7703
me.legrange.services	service-mongo	4.3.2		7d9b833076ee2d715abb0acf1052292fdc517d5a
me.legrange.services	service-mongo	4.3.3		a3dcc4e56f20c3bb80bc40bb66d1bc5674ca7fb3
me.legrange.services	service-mongo	4.3.4		d35f9bbfa5baa57fb73271857b9053e397c671b0
me.legrange.services	service-mongo	4.4.0		3e7f078f77e03be85b043a56b668a5d1fd6cea2d
me.legrange.services	service-mongo	4.4.1		ad4969ca0e77fb927985fbb1e695da46a77897db
me.legrange.services	service-mongo	4.4.2		2944fd97108dd827a4a7d4e1825e93288d481aef
me.legrange.services	service-mongo	4.5.1		23d7b75d1344617f749278268ab1c5020da2b752
me.legrange.services	service-mongo	4.5.2		e5588d27d36bc35e24359830f35a9e1414c96322
me.legrange.services	service-mongo	4.5.3		cd46783c5c07ba0742d23a4de78815d8a4d423ec
me.legrange.services	service-mongo	4.5.4		4340ed4c7b0e45e825b1120f9389e41f45ffc1e2
me.legrange.services	service-mongo	4.6.0		bc4d46c4fc0d18633e41fd721642f703acbea63f
me.legrange.services	service-mongo	4.6.1		4dbfc18538310ed23aa51d91fc185a0b58df0048
me.legrange.services	service-mongo	4.7.0		23d2634c7b9eaf9d37d7dc4ad54a65d5c1b8152b
net.officefloor.scala	officescala_cats	3.19.0		e4a10f85669452371d6dd3aff86fbb8f0e53ac90
net.officefloor.scala	officescala_cats	3.20.0		5f33d028847b971e78dc90f8d0621cb2267caa29
net.officefloor.scala	officescala_cats	3.21.0		ee0cf3dc333576913067f2b3804724f331dad7c9
net.officefloor.scala	officescala_cats	3.22.0		ce909174983119505e87139bb1f70daf4f839914
net.officefloor.scala	officescala_cats	3.23.0		85862ffd08b24d07e4bf0c43aa6c5388ea6b53d2
net.officefloor.scala	officescala_cats	3.24.0		a71dfdc6cad70d54ae429d8003c005f3fa97d226
net.officefloor.scala	officescala_cats	3.25.0		01de45411e5d3ca4888c7c2ab62f6828335299ea
net.officefloor.scala	officescala_cats	3.26.0		debf905c7a7b215841f32870fb888fe465822f02
net.officefloor.scala	officescala_cats	3.27.0		7f3be729ff0a69b3ef766c1b8667f155b37d7488
net.officefloor.scala	officescala_cats	3.28.0		7f53e5d5a4093d7b9d2fdfe21522e710b5d4b841
net.officefloor.scala	officescala_cats	3.28.1		71f36527fb3c9b02564676ab5e4427925647ca79
net.officefloor.scala	officescala_cats	3.28.2		69e25c4eba9e672ee4c455140b0b82714ff01e77
net.officefloor.scala	officescala_cats	3.29.0		e9887bc7b3f73551816082ae014aa23dd3ea4ed1
net.officefloor.scala	officescala_cats	3.30.0		2f856a028e05a68335a1a7c08bc16a5e3d6a18e4
net.officefloor.scala	officescala_cats	3.30.2		55a85eb28078be878e6622f14f61586c1a5a6e84
net.officefloor.scala	officescala_cats	3.31.0		a5ec119ffeaaf529dd09dbf1a95c2beb145f51f4
net.officefloor.scala	officescala_cats	3.32.0		ee2e745f71d2781322e0b741b4e64d16c67d78e2
net.officefloor.scala	officescala_cats	3.33.0		72f3c0561af7322bcb44d06851ffde469d16fb81
net.officefloor.scala	officescala_cats	3.34.0		8f38b5e6f35627f75ed0efe3ecbe06d02de42060
net.officefloor.scala	officescala_cats	3.35.0		f52c39eac0c6c071b5fc575751ba07e53deae384
net.officefloor.scala	officescala_cats	3.36.0		7a18d88614c0176aec36840fb07069651ab8574b
net.officefloor.scala	officescala_cats	3.37.0		c42ffe3853fe8f3f7b2eb4edd0b84602b7dffd2e
net.officefloor.scala	officescala_cats	3.38.0		fbb74a8642c4d111714101efc47a9a158ea092fc
net.officefloor.scala	officescala_cats	3.39.0		e9ffde75c5847c0e4f8435a06943117f832a414c
net.officefloor.scala	officescala_cats	3.40.0		28ff63314f63462dfc09d2b1054d560aff8b1cd5
net.sf.hammockmocks	hammock_midp20_cldc11	2.1.0		d2eb2ca4777c9f78cd752a16a80cf38b28802cb8
net.sf.saxon	saxon-jdom	7.9.1		d883a78053355ed8564bdca5312042a3e640de96
net.sf.saxon	saxon-jdom	8.7		1c195743308c807af046b09c2a58f3d2c5bd65d2
net.stickycode.configured	sticky-configured-guice4	1.5		8a5f224e4c04372a9add7f60949a047aa0f6f309
net.stickycode.configured	sticky-configured-guice4	1.6		f9deeaa44dae700bdfb33c5648d364054e47b1c4
org.apache.ignite	ignite-rocksdb-common	3.0.0		28dbe63029cd0949ce4f360d0f8bd6fd4d877c83
org.apache.ignite	ignite-rocksdb-common	3.0.0-alpha3		5fef09ea2185529bdd7337ac330fb4dac8342dc3
org.apache.ignite	ignite-rocksdb-common	3.0.0-alpha4		0d28177edb11d1fa8e84a36b8aec1d71877ccc56
org.apache.ignite	ignite-rocksdb-common	3.0.0-alpha5		ce7158e99c02308700d0a948766f5e795c1207b1
org.apache.ignite	ignite-rocksdb-common	3.0.0-beta1		82fb445e8039c09c1d7d3e6c043e7b6cf04fab56
org.commonjava.indy	indy-setback-common	0.99.0		c2e93f79de3406699cbf962142134fa35ef2e0ca
org.commonjava.indy	indy-setback-common	0.99.0	dataset	458e5f2a6e3a42dadcc59887f2ef8a26eed5cb97
org.commonjava.indy	indy-setback-common	0.99.1		5de4fa4dd111dd0358f1bdd729ac5ade4cb18c32
org.commonjava.indy	indy-setback-common	0.99.1	dataset	cb1d8bbf306eea4807572cd66e749d5e5a6005de
org.commonjava.indy	indy-setback-common	0.99.1.1		a3d0e3d5cdf6c06412ed2f7a09968cdebcd71d2b
org.commonjava.indy	indy-setback-common	0.99.1.1	dataset	0cf98aafb79807da2d09cb9b02aa94290db22e35
org.commonjava.indy	indy-setback-common	0.99.1.2		14ca89a6a4efd02b97cd3c5ab375c3cf753eaa19
org.commonjava.indy	indy-setback-common	0.99.1.2	dataset	47d246b3803e91a27e8ec7834847e582956a58ee
org.commonjava.indy	indy-setback-common	0.99.1.3		fd63e48f276205ab6b298dab2be71ee2c18b87ed
org.commonjava.indy	indy-setback-common	0.99.1.3	dataset	69c19d563e5e83aa3ed590c7df0ed2e5ced3d44f
org.commonjava.indy	indy-setback-common	0.99.1.4		cac0cbea4020328e8fca99592dc56328ef20de10
org.commonjava.indy	indy-setback-common	0.99.1.4	dataset	9f87baff3a9cbdf829ee208192d122a4e664d0b0
org.commonjava.indy	indy-setback-common	0.99.1.5		08425ee91b4e3b78f1de6b153107bf64a48e2d4c
org.commonjava.indy	indy-setback-common	0.99.1.5	dataset	36c0dd3c1b76cc33b745c5a06265d00d49658251
org.commonjava.indy	indy-setback-common	0.99.1.6		1970df40b3f4cecc06b295138c80f90564c6c35d
org.commonjava.indy	indy-setback-common	0.99.1.6	dataset	c391979c0bbb72d8433e41fb5ba66ec63f763bcf
org.commonjava.indy	indy-setback-common	0.99.1.7		9eed20bd1730b06fae29de5c952f9b40106485ca
org.commonjava.indy	indy-setback-common	0.99.1.7	dataset	a9713ff62ede95969cfa25ac9c18377db9328fb6
org.commonjava.indy	indy-setback-common	0.99.2		c548b8c9879d254d03458fa4c02ca14eb1c8a11f
org.commonjava.indy	indy-setback-common	0.99.2	dataset	c00e6eb246b7791fe346009c38e99f9360e8d11a
org.commonjava.indy	indy-setback-common	0.99.2.1		9d6ab083af12ba47729482a5ae16f31e1d64c558
org.commonjava.indy	indy-setback-common	0.99.2.1	dataset	59d6aa11687d5acbf91d932e3ace05be7ecfa22c
org.commonjava.indy	indy-setback-common	0.99.3		6966da5beb78b1a99fca45f2a75da33f5cadc0aa
org.commonjava.indy	indy-setback-common	0.99.3	dataset	b7b5804dfcc9698adb097fe7ab600bb67efab5aa
org.commonjava.indy	indy-setback-common	1.0.0		eb3d12b7b46d81bc3bae8cdbde28b136ea96a2c9
org.commonjava.indy	indy-setback-common	1.0.0	dataset	2d22fc4bc372d7775786789541f9a4cc85c3dec5
org.commonjava.indy	indy-setback-common	1.0.1		df77b61404e3a4963c83616055329b2d5c8d74a5
org.commonjava.indy	indy-setback-common	1.0.1	dataset	c3dd72b3298a0ffca7a01a4d2405baf445cf9f8b
org.commonjava.indy	indy-setback-common	1.0.2		b4e7a3bb2cad98df4b50c9c009d99abf333c2049
org.commonjava.indy	indy-setback-common	1.0.2	dataset	4f3c071ea5d888be3ed599c80f9f5773e5176bd0
org.commonjava.indy	indy-setback-common	1.1.0		0a8621782a3fa64253f00078c49b98c9bc053697
org.commonjava.indy	indy-setback-common	1.1.0	dataset	9fa3f6ccf9980d5aed7389ad05c05513f6dbc94d
org.commonjava.indy	indy-setback-common	1.1.1		aa0fb63e2105e4a3c309c7f599f5e10639811d78
org.commonjava.indy	indy-setback-common	1.1.1	dataset	b7d86d838dbc6fc4bfb5765a1be97c025622866e
org.commonjava.indy	indy-setback-common	1.1.10		6ca306e165bb25bb8f93694584d95c501d58b085
org.commonjava.indy	indy-setback-common	1.1.10	dataset	a5384456df66f43a5947684799adf69f3298e0a2
org.commonjava.indy	indy-setback-common	1.1.11		1fbbab6a3269a85122d099842acab98748566045
org.commonjava.indy	indy-setback-common	1.1.11	dataset	4f9e94890bfdaa26ba03ea884785d796f0f12706
org.commonjava.indy	indy-setback-common	1.1.12		a8c47f5fbfb7548bf6f39b4fe0de45fd84bd8845
org.commonjava.indy	indy-setback-common	1.1.12	dataset	5990e2e5a93d87e54e6a0f6e094cd919027ee745
org.commonjava.indy	indy-setback-common	1.1.13		0c3e15c5d386dad626e7e9492e022f790eaf26a4
org.commonjava.indy	indy-setback-common	1.1.13	dataset	44dca23a34f7cc406ba794c68acddfbe1777eb55
org.commonjava.indy	indy-setback-common	1.1.14		79efcf63047198f524e50b6f8ea5999f7bd92422
org.commonjava.indy	indy-setback-common	1.1.14	dataset	4b32cf6c62b442e25662a03c0a54cda83d5486ff
org.commonjava.indy	indy-setback-common	1.1.15		d16fcfbb4304525b030596cd6fae61984f029d2f
org.commonjava.indy	indy-setback-common	1.1.15	dataset	216f4ad623a9b01e2d2988a67e47bed132e6caf6
org.commonjava.indy	indy-setback-common	1.1.16		ee238d2ce9504315d0433740c07dd2ba62c4b3e1
org.commonjava.indy	indy-setback-common	1.1.16	dataset	d26f29d459667668dd27d81d4eb24ca75ab0ac90
org.commonjava.indy	indy-setback-common	1.1.2		c638fb68460a39faa2256aa6a7febbb562dc729b
org.commonjava.indy	indy-setback-common	1.1.2	dataset	033d202861bb41c545d2b38e6bf7cb69cee5a0aa
org.commonjava.indy	indy-setback-common	1.1.3		7c6e2802aa5c880ff9e57ca36845ba8855842626
org.commonjava.indy	indy-setback-common	1.1.3	dataset	5c4a914a2dc0402adc09b54cfc19a363d88e6218
org.commonjava.indy	indy-setback-common	1.1.4		46e66331f5fb595eb7493d5cfe1c3891be90f440
org.commonjava.indy	indy-setback-common	1.1.4	dataset	f64070f3c7ded8b57614a6976e3244abefee5554
org.commonjava.indy	indy-setback-common	1.1.5		1050c24ae6ec585fc92b96ebf78d83b62c2698b1
org.commonjava.indy	indy-setback-common	1.1.5	dataset	a5bfd6e5e8a3b501b30cf4b34b7778e08aaa6c1a
org.commonjava.indy	indy-setback-common	1.1.6		7aadf865e301b8262cd90db7b17a63b982ab9013
org.commonjava.indy	indy-setback-common	1.1.6	dataset	f6bd57b345b595800d10be13cc201351ba6b4af0
org.commonjava.indy	indy-setback-common	1.1.7		07776eb5b6df3912c01b89442fdddf4950ba23c1
org.commonjava.indy	indy-setback-common	1.1.7	dataset	bb0016f9b695f7e8ad931520f11e65d2f2acd45a
org.commonjava.indy	indy-setback-common	1.1.8		21d3b6464b98ebb5da248e08351270ddfff127f1
org.commonjava.indy	indy-setback-common	1.1.8	dataset	82e05de49bdbf12873ce449363cfb6e9d3d681fd
org.commonjava.indy	indy-setback-common	1.1.9		b3025400501d20e742a365c0ee74e35c5ddf7ea1
org.commonjava.indy	indy-setback-common	1.1.9	dataset	f16d6872ac83617609d2b77746c17deae581a1cf
org.commonjava.indy	indy-setback-common	1.2.0		3d99defc889fed1f4c7f227f427ce35dc5506081
org.commonjava.indy	indy-setback-common	1.2.0	dataset	1e427944b9788c9ce5521d84ccd4016a0b5a1c7f
org.commonjava.indy	indy-setback-common	1.2.1		b9dd3e129cd6e5f4d4ae68d76a82cf3f65571d00
org.commonjava.indy	indy-setback-common	1.2.1	dataset	441fb696cfb39c5c7d667041580b60c1bf998f7b
org.commonjava.indy	indy-setback-common	1.2.2		70cfd1c4e21f14dbe4f826cb1a34f9d2714015fe
org.commonjava.indy	indy-setback-common	1.2.2	dataset	fd45133b30f4a1b9b7531ec8f719a982f97192fe
org.commonjava.indy	indy-setback-common	1.2.3		169d0cba8f285b057e6f0aeacbe7b28a14b917ae
org.commonjava.indy	indy-setback-common	1.2.3	dataset	7ed88541fb9ca3d3d624a6deea670ca34ef95899
org.commonjava.indy	indy-setback-common	1.2.4		ef13e96c32b49960b230afc6fbcb7d40b0d01b09
org.commonjava.indy	indy-setback-common	1.2.4	dataset	8c5dcc1b6f854daee4cd44388bbaa22fc33daa8d
org.commonjava.indy	indy-setback-common	1.2.5		f91c35fb43bf609482bb798a44b76dc73535c2fd
org.commonjava.indy	indy-setback-common	1.2.5	dataset	ef64936793fa7fd26f6177d696417543bc0ec7aa
org.commonjava.indy	indy-setback-common	1.2.6		c4e2a921c27ac583257a50fb9969de301e74de8b
org.commonjava.indy	indy-setback-common	1.2.6	dataset	b61f312efad021f6a9353b82c3493f7ecd11038a
org.commonjava.indy	indy-setback-common	1.2.7		7bbb8dbb1684ad7b3c967db7d0693c8ab5e32824
org.commonjava.indy	indy-setback-common	1.2.7	dataset	642b4cfb41d294a7c280d13a5829234bceb23fd8
org.commonjava.indy	indy-setback-common	1.2.7.1		d70d51417236de48c07a9cbafb31e6618d146c79
org.commonjava.indy	indy-setback-common	1.2.7.1	dataset	9d816ba3da46cd69bfc16f96bb7da22b7a42b3f7
org.commonjava.indy	indy-setback-common	1.2.7.2		13e8c741da1fe7edd3c576a9ac024a0b325908d5
org.commonjava.indy	indy-setback-common	1.2.7.2	dataset	912dd358e47eac0e49920b44033e5936ab4c1098
org.commonjava.indy	indy-setback-common	1.3.0		32fc06dfeb858b8094dd642b4ea0914e15a0171b
org.commonjava.indy	indy-setback-common	1.3.0	dataset	9a8b3f508b62b4f3b56113ea73a42b39da1f4b20
org.commonjava.indy	indy-setback-common	1.3.0.1		f1cc33dd1ab68e500996b4ec7c8bafb9ea08c097
org.commonjava.indy	indy-setback-common	1.3.0.1	dataset	806a12bf74c9fefbb129221a46cb0a1ad9b3f738
org.commonjava.indy	indy-setback-common	1.3.0.2		3e8ab77055658d526a69c5ea9c516b87edb8ed19
org.commonjava.indy	indy-setback-common	1.3.0.2	dataset	f1ccba4ab85cf37cdbe1f7efe8447e4a54efb1c2
org.commonjava.indy	indy-setback-common	1.3.1		74db19c218b192742fd0c4080ab597d16784d117
org.commonjava.indy	indy-setback-common	1.3.1	dataset	b2daf20a0a1e942b0bdef1710acc2e9cc4ca8500
org.commonjava.indy	indy-setback-common	1.4.0		54e0d8bbe1bcc4801091dff587c8ed233e33e49f
org.commonjava.indy	indy-setback-common	1.4.0	dataset	20be57d31a271d2661bdf154f5371660a4cfaf1c
org.commonjava.indy	indy-setback-common	1.5.0		0f98bdf7ea8b64b4b13cea44c3f6cabe32299488
org.commonjava.indy	indy-setback-common	1.5.0	dataset	510ce36bf49046c533a3e28b07c8f0ea16dedc53
org.commonjava.indy	indy-setback-common	1.5.0.2		1777459fbd84147b725bb9c0570505d4737c36c3
org.commonjava.indy	indy-setback-common	1.5.0.2	dataset	6d26aa744493a8617a30a9f0145b072e229d1012
org.commonjava.indy	indy-setback-common	1.5.0.3		3b0a574ee193f24385c9b66aca0727f8b0239d4c
org.commonjava.indy	indy-setback-common	1.5.0.3	dataset	2bfbbdec90e48e7aca14ea1e52ccde239b3a29f2
org.commonjava.indy	indy-setback-common	1.6.0		009915f5893a524d2b9902b5c289a8dda5e8f7dd
org.commonjava.indy	indy-setback-common	1.6.0	dataset	910f6d764d8467a9437564d1445d8d559aff74e3
org.commonjava.indy	indy-setback-common	1.6.1		dff6f2aa91f7611660cd132a6c64a842e00a6e2e
org.commonjava.indy	indy-setback-common	1.6.1	dataset	66ef3008f0b0daa576c37fca3da5245875719e41
org.commonjava.indy	indy-setback-common	1.6.2		74a2a50012b2bc8b0fb7c3fe636c6ae3d3433b85
org.commonjava.indy	indy-setback-common	1.6.2	dataset	7766589532f0c9e555c9be3a3369d5d1d470557d
org.commonjava.indy	indy-setback-common	1.7.0		7c6e337a7f712f127ac126365b19aeb2c8d2e7ac
org.commonjava.indy	indy-setback-common	1.7.0	dataset	50f9a674df83e5e2793b80af508b2f237b7e343a
org.commonjava.indy	indy-setback-common	1.7.1		85344a0d160f021b5ed5c112229352f8355aa6a3
org.commonjava.indy	indy-setback-common	1.7.1	dataset	58b756f6c61b8d3504ad532295caa0e80e22f0fa
org.commonjava.indy	indy-setback-common	1.7.2		f84f1eb5747827c1f4649e77923ff90161195842
org.commonjava.indy	indy-setback-common	1.7.2	dataset	a82ec5d68113d6f123e9c7b83b81bac103740e6b
org.commonjava.indy	indy-setback-common	1.7.3		ccdeac4e55baf052e2de72533f37ae5242e3783d
org.commonjava.indy	indy-setback-common	1.7.3	dataset	846233ef32c105140e0fa4b1e4539f9c0f3ab84f
org.commonjava.indy	indy-setback-common	1.7.4		5539bbc664b73df904e213d7e2ecf1fe2b53cc8a
org.commonjava.indy	indy-setback-common	1.7.4	dataset	9d5e70a0e9f3ffb9f0bcb092a3b2219c8f370ef5
org.commonjava.indy	indy-setback-common	1.7.5		20cd31453525e5171f346ba7d6a526d06491f610
org.commonjava.indy	indy-setback-common	1.7.5	dataset	5b84ec5b37f4c9d01d50bdc9c7e5b1ad6937ebb9
org.commonjava.indy	indy-setback-common	1.7.6		90487f34d3dc966f262b7ba682a8781d08920512
org.commonjava.indy	indy-setback-common	1.7.6	dataset	9ac6fe0b5f9eb8820a4e9a9c1da9701889fc4b36
org.commonjava.indy	indy-setback-common	1.7.7		88155fb3c7b103996578e13c0393c72a81a57eec
org.commonjava.indy	indy-setback-common	1.7.7	dataset	89451220cc2c2ea3e6c8fb9f05ea2a18e4c2a4e9
org.danbrough.kotlinx	kotlinx-coroutines-rx2	1.6.3-native-mt		e1873fc0d5df47451508f3dc4ff9dc7b6634da42
org.danbrough.kotlinx	kotlinx-coroutines-rx2	1.6.4		0fe932ca573938ddc9405aa2caf490387fc8feb7
org.jasig.portlet	email-preview	0.1-M1		N/A
org.jasig.portlet	email-preview	1.0.0		N/A
org.jasig.portlet	email-preview	1.0.0	classes	eb4efd471d8a8852de6b49f495a4c0a4b6aa935f
org.jasig.portlet	email-preview	1.1.0		N/A
org.jasig.portlet	email-preview	1.1.0	classes	0a1065f7fc1c26be26c4439418943537fe80d768
org.jasig.portlet	email-preview	1.1.1		N/A
org.jasig.portlet	email-preview	1.1.1	classes	d484e22d683c0cb94759ad4731cf1a9280d56a80
org.jasig.portlet	email-preview	2.0.0		N/A
org.jasig.portlet	email-preview	2.0.0	classes	4c15ca88d563990ad94f8517ba90c719870afe2a
org.jasig.portlet	email-preview	2.0.1		N/A
org.jasig.portlet	email-preview	2.0.1	classes	bc01fa180001520f8b690678f0b7af23e3a19321
org.jasig.portlet	email-preview	2.0.2		N/A
org.jasig.portlet	email-preview	2.0.2	classes	b63cebec15f299793adfa2097b1f8b5e2d623f3e
org.jasig.portlet	email-preview	2.0.3		N/A
org.jasig.portlet	email-preview	2.0.3	classes	b2c2a7910b3f2165a86542a5f6b9a15c81a21b69
org.jasig.portlet	email-preview	2.0.4		N/A
org.jasig.portlet	email-preview	2.0.4	classes	a7be71bd69412c023e20e63723886d68046a5809
org.jasig.portlet	email-preview	2.0.4-M1		N/A
org.jasig.portlet	email-preview	2.0.4-M1	classes	a0b005e2364bf094f9add5b055dcdffc77ab780c
org.jasig.portlet	email-preview	2.1.0		N/A
org.jasig.portlet	email-preview	2.1.0	classes	7cc79cb2680ef2c14725b49db2d5c41610134e5b
org.jasig.portlet	email-preview	2.1.1-M1		N/A
org.jasig.portlet	email-preview	2.1.1-M1	classes	9e35753b0383e7466ecc148c7495bc02985173f3
org.jasig.portlet	email-preview	2.1.1-M2		N/A
org.jasig.portlet	email-preview	2.1.1-M2	classes	1e080c560a8619a7697829f8968fecab10a63574
org.jasig.portlet	email-preview	2.1.1-M3		N/A
org.jasig.portlet	email-preview	2.1.1-M3	classes	50425f67b3de09d5a9b52b1d860e31c267d398ed
org.jasig.portlet	email-preview	2.1.1-M4		N/A
org.jasig.portlet	email-preview	2.1.1-M4	classes	4f5bc0211dacf2ec09ce55832ab3ec349e847360
org.jasig.portlet	email-preview	2.1.1-M5		N/A
org.jasig.portlet	email-preview	2.1.1-M5	classes	2aeee38dd4275912897e99f3c3b81d206d282d69
org.jasig.portlet	email-preview	2.2.0		N/A
org.jasig.portlet	email-preview	2.2.0	classes	2032b26c55c6f6b39f30aa1c8125be03b1bb4c72
org.jasig.portlet	email-preview	2.2.1		N/A
org.jasig.portlet	email-preview	2.2.1	classes	a58ba81cc14d649c0bc9c4ba51fd909e5d5abf18
org.jasig.portlet	email-preview	2.3.0		N/A
org.jasig.portlet	email-preview	2.3.0	classes	7172c834bb0b1c8b081d58c201783ec6b23aa5ff
org.julianmichael	radhoc_sjs0.6_2.11	0.1.0		e9c8d7ca0766a6ef9ec571c178881d375dd5d70b
org.keycloak	keycloak-spring-boot-starter	10.0.0		8fd8a86a67a7e59ea59a6115715573dcdebbbac6
org.keycloak	keycloak-spring-boot-starter	10.0.1		dceb80a44543e65fe2e12f5f0b91d61287146458
org.keycloak	keycloak-spring-boot-starter	10.0.2		6505a5a5d496312d43736f47ab2eb80868133673
org.keycloak	keycloak-spring-boot-starter	11.0.0		7f3581da0c32ea97acf15f1ce8540e02153f8095
org.keycloak	keycloak-spring-boot-starter	11.0.1		4e8dac7d6af8e149c0e41a002de1192107e17a1f
org.keycloak	keycloak-spring-boot-starter	11.0.2		1a36a84849131778f53e76f66471e528c8593d33
org.keycloak	keycloak-spring-boot-starter	11.0.3		efc1a0bc99fa16ced551a06a3730e801cb79d601
org.keycloak	keycloak-spring-boot-starter	12.0.0		7b151294c683dc00f7eaebf7c5f070c6e1209045
org.keycloak	keycloak-spring-boot-starter	12.0.1		aad73b59da5dd982bcbc8fd74b8db32e0fceebec
org.keycloak	keycloak-spring-boot-starter	12.0.2		78023f2a18ed410eb17272b2837ba9ee99b8ea81
