app.mustats.apolostudio	color-picker-compose-js	0.0.0		N/A
at.asitplus.wallet	eupidcredential-sdjwt-jvm	1.0.0		0cc41eb8bff076028ee684691c135461fe86dd6a
at.asitplus.wallet	eupidcredential-sdjwt-jvm	1.0.1		aa717aaac4662b227930f5f06bb0e4aeb95ec9f3
br.com.flexait	flexa-core	0.0.1		de4e86f420aca655764490e8b17d2730eb9a348a
br.com.flexait	flexa-core	0.0.2		9ba0f1557da8d0f58fa328eca78e7469c2010c69
com.amazonaws	aws-android-sdk-auth-userpools	2.10.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.10.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.11.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.11.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.12.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.12.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.12.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.12.3		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.12.4		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.12.5		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.12.6		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.12.7		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.13.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.13.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.13.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.13.3		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.13.4		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.13.5		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.13.6		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.13.7		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.14.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.14.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.14.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.15.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.15.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.15.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.10		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.11		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.12		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.13		c9c919d4a76f26f30ca3b402b03e202b8c43b79e
com.amazonaws	aws-android-sdk-auth-userpools	2.16.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.3		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.4		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.5		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.6		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.7		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.8		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.16.9		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.17.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.17.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.18.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.19.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.19.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.19.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.19.3		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.19.4		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.20.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.20.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.21.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.22.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.22.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.22.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.22.3		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.22.4		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.22.5		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.22.6		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.22.7		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.23.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.24.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.25.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.26.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.27.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.28.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.29.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.30.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.31.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.32.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.33.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.34.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.35.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.36.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.37.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.37.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.38.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.39.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.40.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.41.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.41.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.42.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.43.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.44.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.45.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.46.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.47.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.48.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.48.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.49.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.50.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.50.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.51.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.52.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.52.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.53.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.54.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.55.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.56.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.57.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.58.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.59.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.59.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.10		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.11		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.12		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.13		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.14		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.15		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.16		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.17		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.18		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.19		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.20		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.21		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.22		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.23		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.24		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.25		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.26		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.27		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.28		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.29		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.3		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.30		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.31		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.4		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.5		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.6		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.7		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.8		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.6.9		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.60.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.61.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.62.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.62.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.62.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.63.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.64.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.65.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.66.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.67.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.68.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.69.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.7.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.7.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.7.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.7.3		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.7.4		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.7.5		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.7.6		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.7.7		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.70.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.71.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.72.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.73.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.74.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.75.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.75.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.75.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.76.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.76.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.77.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.77.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.78.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.79.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.8.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.8.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.8.2		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.8.3		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.8.4		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.8.5		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.9.0		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.9.1		N/A
com.amazonaws	aws-android-sdk-auth-userpools	2.9.2		N/A
com.bumble.appyx	spotlight-android	2.0.0		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha01		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha02		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha03		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha04		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha05		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha06		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha07		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha08		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha09		N/A
com.bumble.appyx	spotlight-android	2.0.0-alpha10		N/A
com.bumble.appyx	spotlight-android	2.0.1		N/A
com.cloutree	modelevaluator	1.0		4b253afbfa3c3ea0dca7704d243ff000a9c369c6
