beehive	wsdltypes-beehive	1.0-alpha		23970df0566ac7e69e2ec6fc711dd74fd4595b1b
com.avito.android	test-report-dsl	2021.26		dd156f1e7bbac6a8ab4756068606eccf070968ef
com.avito.android	test-report-dsl	2021.27		f4d456ad05560f394c30fa7222a08c15abcd19e4
com.avito.android	test-report-dsl	2021.28		f1c4a74d9030967521a3cd081a12f50a837497d1
com.avito.android	test-report-dsl	2021.29		7302c71d16d965fc4fc9c1484b57b741fbe13902
com.avito.android	test-report-dsl	2021.30		5d4e0378728f579dc0951a814d8e4977fc51189f
com.avito.android	test-report-dsl	2021.31		8e8d4502b6a6a9cad7a538240482d60bf50795e0
com.avito.android	test-report-dsl	2021.31-agp7		ae071e0d5d44a4f95c50172b43536ff5161d4c2e
com.avito.android	test-report-dsl	2021.32		970394672c0a6d454fd2854091512a0979591579
com.avito.android	test-report-dsl	2021.32-agp7		5e10abcfebae4279cb97b4d37db580956c073968
com.avito.android	test-report-dsl	2021.32-rc-1		ce209e3598350e267aa33d55eb1d853732366dd9
com.avito.android	test-report-dsl	2021.33		e131842a73793d66b4e61240382a771cccbaa527
com.avito.android	test-report-dsl	2021.34		1138ef896767372fbadbdca0a399c221aab7b1b4
com.avito.android	test-report-dsl	2021.35		55beb439d4d9e16eb4f2005a06bd824335976d89
com.avito.android	test-report-dsl	2021.36		b5f9f48cbd3b17618740ea897366729ab1879239
com.avito.android	test-report-dsl	2021.37		b2293ca5f410d85375e78a9f73b3aaad9809f99e
com.avito.android	test-report-dsl	2021.37.1		fed447b382a175125a98e0f3f1fdf9db1475051a
com.avito.android	test-report-dsl	2021.38		d428dde680712d7cb64b6f75340ec14adddc3690
com.avito.android	test-report-dsl	2021.39		f65b3243ba835ffc0986c805e72e7e42a33717c8
com.avito.android	test-report-dsl	2021.40		53fa473a8377cda48735089d48d33adb7400110c
com.avito.android	test-report-dsl	2021.41		d90ebeb6f4686cca15c011a18bc3ec76a09a9122
com.avito.android	test-report-dsl	2021.42		6c0b5a470dc81d925fb850e0611a2f8851e32b08
com.avito.android	test-report-dsl	2022.1		dd9fdb99eb3a3e8cbe9352f34918231d05068111
com.avito.android	test-report-dsl	2022.12		b4f222fc095784dc461f7b5ed5e3557ce77f430a
com.avito.android	test-report-dsl	2022.14		65354477999d0a2fb113d789aed6b36c8dbae2d7
com.avito.android	test-report-dsl	2023.15		352c653c4b24bdd8dae16804d346e9cbe789ab37
com.avito.android	test-report-dsl	2023.19		c18ac50e9ff4be9b220dca4d626db8fa237aa82b
com.avito.android	test-report-dsl	2023.2		e4b2826c3226244fbfaef6cdbc4b238d3d82694a
com.avito.android	test-report-dsl	2023.20		630e142a2a99ee9082114deed229ec6f425d9982
com.avito.android	test-report-dsl	2023.22		628743534029d253beee42bc65f06437d74a0453
com.avito.android	test-report-dsl	2024.32		4f33ecb9a427e1eae77ae03c97ccafe824ede80b
com.azure	azure-messaging-webpubsub	1.0.0		e555696cacf63e212bbdc8fa7b03c3c3b9283d55
com.azure	azure-messaging-webpubsub	1.0.0-beta.1		7225bc9cc204831c788cca393862b4e3aa89a02b
com.azure	azure-messaging-webpubsub	1.0.0-beta.2		68c56d9063a716b447596ef5bc59eebbe18c5ac3
com.azure	azure-messaging-webpubsub	1.0.0-beta.3		d499e8bc68561235815c709e783b3fea98d8e0ee
com.azure	azure-messaging-webpubsub	1.0.0-beta.4		eb92ba2bd696d1a7e9aaffe87197a16d0904886f
com.azure	azure-messaging-webpubsub	1.0.0-beta.5		610d42cf7dbea85ff019bca066fe0f8eecfb105e
com.azure	azure-messaging-webpubsub	1.0.0-beta.6		e2161d154afb6953d96ef7ae97b2344d4c3292e6
com.azure	azure-messaging-webpubsub	1.0.1		1a547e934d53106945ef1d4c954f01bd91c9f3b4
com.azure	azure-messaging-webpubsub	1.0.2		9cd8c5b13bf7d8aeeb6fb8c2d561bce7b7831d11
com.azure	azure-messaging-webpubsub	1.1.0		6b3e2a96f85b5670cccd16426af564787b925f36
com.azure	azure-messaging-webpubsub	1.1.1		95fcb160a809fd8fa3304b4f6d34916d362f0781
com.azure	azure-messaging-webpubsub	1.1.2		b7efdef1dd647d6eadbe73221905f884aba65c99
com.azure	azure-messaging-webpubsub	1.1.3		ee01ac66eebe5b52058c7ba9e52a048048b64282
com.azure	azure-messaging-webpubsub	1.1.4		7a9d229536e75e78ab32fa4274483fc8b6566efa
com.azure	azure-messaging-webpubsub	1.1.5		6f927c0d7f0d4491422782f661e08e077933c2e3
com.azure	azure-messaging-webpubsub	1.1.6		ecaa31cbc2b55eb322e96742b0bc93a15707a9ed
com.azure	azure-messaging-webpubsub	1.1.7		25196bcc940d111c854050ddd1b0b2aee7b68dc3
com.azure	azure-messaging-webpubsub	1.1.8		64b01a68431b7c81f769002afc40beabd1c8ff3c
com.azure	azure-messaging-webpubsub	1.2.0		05a2b0bf43d9bd3263fb6c16e65cf8480636ee1a
com.azure	azure-messaging-webpubsub	1.2.1		3ac2206b20d158dc187d82ebbf99d2ac8faad274
com.azure	azure-messaging-webpubsub	1.2.10		498f85789166de80314f1f4bb355568b7e99a901
com.azure	azure-messaging-webpubsub	1.2.11		c5eb884d7076a931a05ed4ffde6ea59f0fbcf209
com.azure	azure-messaging-webpubsub	1.2.12		b87a463885b0a2e7ffacb0c7d13090202742b145
com.azure	azure-messaging-webpubsub	1.2.13		3569e2626820f0883c4a556a19caf77044984a43
com.azure	azure-messaging-webpubsub	1.2.14		59d98c52e5b45740d2728b3d42edd8cfc5733d6d
com.azure	azure-messaging-webpubsub	1.2.15		d14f38d4731ce8fb89d21915a2817c697235163d
com.azure	azure-messaging-webpubsub	1.2.16		705d69acced0efc877ee7168e6750f52ac3dd9d7
com.azure	azure-messaging-webpubsub	1.2.17		7bcd94acc72a44957367f299006dfa7355e68a1b
com.azure	azure-messaging-webpubsub	1.2.2		461d55e83a09774ffeeebd5a6672b0f3ccc0100a
com.azure	azure-messaging-webpubsub	1.2.3		b9927e4a4549433a0e422cd60f799797e8c57aaf
com.azure	azure-messaging-webpubsub	1.2.4		5ae0b04a0f42ace417ef3a00a31c75069da17096
com.azure	azure-messaging-webpubsub	1.2.5		aacb7678edb589436d8b8cc3e677b31c415c45f2
com.azure	azure-messaging-webpubsub	1.2.6		eb89b519cb9215d18e53bff1f2c3db615462c2c2
com.azure	azure-messaging-webpubsub	1.2.7		e60ee662291fd63115a82cacf95ae31af988f785
com.azure	azure-messaging-webpubsub	1.2.8		5531acfd13fffa61966def010e0a2da6aa68d05f
com.azure	azure-messaging-webpubsub	1.2.9		f1d25be172b75dfc7f24965761dee88af521e26b
com.azure	azure-messaging-webpubsub	1.3.0		8b8d3451dc4f16ba8dfea5e31613aac8c758dd8d
com.azure	azure-messaging-webpubsub	1.3.1		6064fd141ba30a551e5d6998b5253fbda32bebcf
com.azure	azure-messaging-webpubsub	1.3.2		478c44e80ce97b0876945c467cdfb5e675e49b09
com.azure	azure-messaging-webpubsub	1.3.3		248d42b33974c89a9fcb2f4510ce1b2e09ed4958
com.azure	azure-messaging-webpubsub	1.4.0		9f3ea58474007d3c278cc1d684984c9393317ee6
com.azure	azure-messaging-webpubsub	1.4.1		55b760a7d8b77127e10463c1d068d56842f6ed10
com.cleveroad	cycle-menu	1.0.0		N/A
com.cleveroad	cycle-menu	1.0.1		N/A
com.cleveroad	cycle-menu	1.0.2		N/A
com.daml	daml-lf-transaction_2.13	0.0.0		44a319dc9c63825336a5c794e9a8683c40a993bf
com.daml	daml-lf-transaction_2.13	1.11.0		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.0-snapshot.20210217.6338.0.ba6ba901		44a319dc9c63825336a5c794e9a8683c40a993bf
com.daml	daml-lf-transaction_2.13	1.11.0-snapshot.20210224.6373.0.b0b0b4ea		6a93066ab31f64761ec84b6d49ba9be6129ad32c
com.daml	daml-lf-transaction_2.13	1.11.0-snapshot.20210224.6385.0.dba114a2		6a93066ab31f64761ec84b6d49ba9be6129ad32c
com.daml	daml-lf-transaction_2.13	1.11.0-snapshot.20210225.6390.0.0617fbde		6a93066ab31f64761ec84b6d49ba9be6129ad32c
com.daml	daml-lf-transaction_2.13	1.11.0-snapshot.20210303.6421.0.145ddaa8		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.0-snapshot.20210304.6422.0.d3d5042a		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.1		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.1-snapshot.20210312.6429.0.7cd6380e		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.1-snapshot.20210312.6429.1.7cd6380e		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.2		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.2-snapshot.20210610.6432.0.ac4a2848		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.2-snapshot.20210610.6433.0.a08f6ea2		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.2-snapshot.20210610.6433.1.a08f6ea2		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.3		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.3-snapshot.20211110.6439.0.632ba5a7		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.3-snapshot.20211111.6441.0.eed4ad32		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.11.3-snapshot.20211123.6448.0.c679b4ab		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.12.0		7bb2462a9649852524cb1c4f31b8fafa03afb83e
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210309.6463.0.f7abca91		f461a3b4fb31fa13a87cd83ff78e326dfe558df8
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210311.6483.0.5cb857d9		955d8d5aa45f5499e9005d0142266e103a3c48a9
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210311.6490.0.8e25227c		955d8d5aa45f5499e9005d0142266e103a3c48a9
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210312.6493.0.9a7e2465		955d8d5aa45f5499e9005d0142266e103a3c48a9
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210312.6498.0.707c86aa		955d8d5aa45f5499e9005d0142266e103a3c48a9
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210316.6523.0.b382fc45		c0a727d81afb300b1b7df1269cc04781c1c09ab7
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210317.6528.0.493e2154		c0a727d81afb300b1b7df1269cc04781c1c09ab7
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210323.6567.0.90c5ce70		4d8c7f1f487339b21a08d08a35331c7d5367c652
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210330.6619.0.007b8674		b62033e3354886f3cd9f766b6ec50eeacef09e74
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210330.6622.0.eef158d6		b62033e3354886f3cd9f766b6ec50eeacef09e74
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210331.6626.0.29a68134		b62033e3354886f3cd9f766b6ec50eeacef09e74
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210331.6634.0.b98a3881		b62033e3354886f3cd9f766b6ec50eeacef09e74
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210331.6640.0.4b807899		b62033e3354886f3cd9f766b6ec50eeacef09e74
com.daml	daml-lf-transaction_2.13	1.12.0-snapshot.20210406.6646.0.631db446		7bb2462a9649852524cb1c4f31b8fafa03afb83e
com.daml	daml-lf-transaction_2.13	1.13.0		c7f140bbc02a0328813ba2314383f6e95ada42b8
com.daml	daml-lf-transaction_2.13	1.13.0-snapshot.20210413.6706.0.2dc09ba2		6b25043e91e4e88d7af028185230a90b6e643daa
com.daml	daml-lf-transaction_2.13	1.13.0-snapshot.20210419.6730.0.8c3a8c04		44b5eb7aafb2028ac64f9f64e475866fe2ea6a3c
com.daml	daml-lf-transaction_2.13	1.13.0-snapshot.20210426.6770.0.ca66061b		60fb048badff1c4f5a608319ec7279f36908bf0d
com.daml	daml-lf-transaction_2.13	1.13.0-snapshot.20210503.6809.0.ca012c3b		c7f140bbc02a0328813ba2314383f6e95ada42b8
com.daml	daml-lf-transaction_2.13	1.13.0-snapshot.20210504.6833.0.9ae787d0		c7f140bbc02a0328813ba2314383f6e95ada42b8
com.daml	daml-lf-transaction_2.13	1.13.1		c7f140bbc02a0328813ba2314383f6e95ada42b8
com.daml	daml-lf-transaction_2.13	1.13.1-snapshot.20210512.6834.0.5f532380		c7f140bbc02a0328813ba2314383f6e95ada42b8
com.daml	daml-lf-transaction_2.13	1.13.1-snapshot.20210512.6834.1.5f532380		c7f140bbc02a0328813ba2314383f6e95ada42b8
com.daml	daml-lf-transaction_2.13	1.14.0		225b99aa36a7a042db4899756585810fefd54479
com.daml	daml-lf-transaction_2.13	1.14.0-snapshot.20210511.6892.0.ca9e89b3		2b94c21f0b778996e4ce6a48f044410c9b1e0ad4
com.daml	daml-lf-transaction_2.13	1.14.0-snapshot.20210518.6953.0.a6c7b86a		4feb7e6f6d785fa18646083e85e3d7a8158e67bf
com.daml	daml-lf-transaction_2.13	1.14.0-snapshot.20210526.7024.0.aedb9a82		541b79f229342ae6f20ec4abd5eb8d7414dbea9e
com.daml	daml-lf-transaction_2.13	1.14.0-snapshot.20210601.7081.0.7d716e6d		de794612272b5634f6bb4bb1d1f83623dd065735
com.daml	daml-lf-transaction_2.13	1.14.0-snapshot.20210602.7086.0.f36f556b		de794612272b5634f6bb4bb1d1f83623dd065735
com.daml	daml-lf-transaction_2.13	1.14.0-snapshot.20210608.7123.0.3cb8d5c2		225b99aa36a7a042db4899756585810fefd54479
com.daml	daml-lf-transaction_2.13	1.14.0-snapshot.20210615.7124.0.d1b54ff0		225b99aa36a7a042db4899756585810fefd54479
com.daml	daml-lf-transaction_2.13	1.14.0-snapshot.20210615.7169.0.adeba206		9650ec66446856411af30c960f410c118b01ab5d
com.daml	daml-lf-transaction_2.13	1.14.1		225b99aa36a7a042db4899756585810fefd54479
com.daml	daml-lf-transaction_2.13	1.14.1-snapshot.20210706.7133.0.8ec16e94		225b99aa36a7a042db4899756585810fefd54479
com.daml	daml-lf-transaction_2.13	1.14.2		225b99aa36a7a042db4899756585810fefd54479
com.daml	daml-lf-transaction_2.13	1.14.2-snapshot.20210708.7135.0.aa297840		225b99aa36a7a042db4899756585810fefd54479
com.daml	daml-lf-transaction_2.13	1.15.0		4d95b4e73f743c148d3416cf3c68fcc4765d741a
com.daml	daml-lf-transaction_2.13	1.15.0-snapshot.20210615.7169.0.adeba206		9650ec66446856411af30c960f410c118b01ab5d
com.daml	daml-lf-transaction_2.13	1.15.0-snapshot.20210623.7217.0.5b73813d		9650ec66446856411af30c960f410c118b01ab5d
com.daml	daml-lf-transaction_2.13	1.15.0-snapshot.20210630.7261.0.84e1f3a7		63525d2eca51790f3b724cf05d88f3cb6531ef52
com.daml	daml-lf-transaction_2.13	1.15.0-snapshot.20210705.7286.0.62aabcc4		4d95b4e73f743c148d3416cf3c68fcc4765d741a
com.daml	daml-lf-transaction_2.13	1.16.0		d7b4c601831a4c86642ef406e91fad470591e5d5
com.daml	daml-lf-transaction_2.13	1.16.0-snapshot.20210713.7343.0.1f35db17		add85a3075eebb3639ca34126e937c39d42fca7e
com.daml	daml-lf-transaction_2.13	1.16.0-snapshot.20210720.7404.0.b7cf42d1		a2e39c563a4ee38588165a6c81cefe7fe646b3ae
com.daml	daml-lf-transaction_2.13	1.16.0-snapshot.20210727.7476.0.b5e9d861		2d1cd20e4108562b04fc189a584bee729c45a590
com.daml	daml-lf-transaction_2.13	1.16.0-snapshot.20210802.7499.0.5157ad6d		d7b4c601831a4c86642ef406e91fad470591e5d5
com.daml	daml-lf-transaction_2.13	1.16.0-snapshot.20210805.7501.0.48050ad7		d7b4c601831a4c86642ef406e91fad470591e5d5
com.daml	daml-lf-transaction_2.13	1.17.0		eab981759d9cf5544b2303cf9c6e0a26767de96a
com.daml	daml-lf-transaction_2.13	1.17.0-snapshot.20210811.7565.0.f1a55aa4		6755040af8c43004bdaedb8e0f9ddbc9817bbddd
com.daml	daml-lf-transaction_2.13	1.17.0-snapshot.20210817.7604.0.0c187853		164c047e746331ca312bc4cebe42f777f3b0a6b8
com.daml	daml-lf-transaction_2.13	1.17.0-snapshot.20210824.7647.0.640fb683		cc4f19e7778a3566c4a71694f40a667c5b786e55
com.daml	daml-lf-transaction_2.13	1.17.0-snapshot.20210831.7702.0.f058c2f1		8aa8ab833ee9d95f1ae80ccc34e5a70eb6336d62
com.daml	daml-lf-transaction_2.13	1.17.0-snapshot.20210907.7759.0.35a853fd		55335f2988588bfea75c33c86a4d498f49780543
com.daml	daml-lf-transaction_2.13	1.17.0-snapshot.20210910.7786.0.976ca400		55335f2988588bfea75c33c86a4d498f49780543
com.daml	daml-lf-transaction_2.13	1.17.0-snapshot.20210915.7841.0.b4328b3d		eab981759d9cf5544b2303cf9c6e0a26767de96a
com.daml	daml-lf-transaction_2.13	1.17.0-snapshot.20210922.7849.0.49a75801		eab981759d9cf5544b2303cf9c6e0a26767de96a
com.daml	daml-lf-transaction_2.13	1.17.1		eab981759d9cf5544b2303cf9c6e0a26767de96a
com.daml	daml-lf-transaction_2.13	1.17.1-snapshot.20211006.7852.0.fbc4bc00		eab981759d9cf5544b2303cf9c6e0a26767de96a
com.daml	daml-lf-transaction_2.13	1.17.1-snapshot.20211006.7853.0.e05be365		eab981759d9cf5544b2303cf9c6e0a26767de96a
com.daml	daml-lf-transaction_2.13	1.17.2-snapshot.20211124.7857.0.b33b94b8		eab981759d9cf5544b2303cf9c6e0a26767de96a
com.daml	daml-lf-transaction_2.13	1.18.0		d3655d529afffa6162e98f4751089650e7d08a7c
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20210921.7889.0.1b473c2b		2981fa5dae3831fbe8c3582c6d612785ae8d5f2b
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20210921.7889.1.1b473c2b		2981fa5dae3831fbe8c3582c6d612785ae8d5f2b
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20210922.7908.0.ced4a272		3c92dce96bd2eb26d1a6c2f2c4573ba71925875d
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20210928.7948.0.b4d00317		dcc20adc13a371c2d003d7e72be0f19ab98c5bd5
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211006.8003.0.cfcdc13c		07ba9c83ba62897a44886300e54b8c3f2f3b4380
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211013.8071.0.514e8b50		07ba9c83ba62897a44886300e54b8c3f2f3b4380
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211019.8113.0.8ff347d8		eb2af96164e6f52c1162837af63316955fac29ea
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211026.8179.0.e474b2d1		803e583a091578774658c53a3123d4194f0468cc
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211102.8257.0.7391a3cd		93d474ed80eb4d7a76ef4991a838251b4657a94f
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211109.8328.0.92181161		7b2af87442ee19d3a8136bf269ddbeddeb9859ce
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211110.8337.0.c5a1f0bb		4f88b1faf01d37bd75cf1e8bdb1da0cac262ab73
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211111.8349.0.d938a44c		4228af8d8724605a4b732281763b38145e1d05c9
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211117.8399.0.a05a40ae		d3655d529afffa6162e98f4751089650e7d08a7c
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211124.8419.0.39d9afcd		d3655d529afffa6162e98f4751089650e7d08a7c
com.daml	daml-lf-transaction_2.13	1.18.0-snapshot.20211206.8423.0.2c945fcb		d3655d529afffa6162e98f4751089650e7d08a7c
com.daml	daml-lf-transaction_2.13	1.18.1		d3655d529afffa6162e98f4751089650e7d08a7c
com.daml	daml-lf-transaction_2.13	1.18.1-snapshot.20220106.8429.0.ea344666		d3655d529afffa6162e98f4751089650e7d08a7c
com.daml	daml-lf-transaction_2.13	1.18.1-snapshot.20220110.8433.0.e8e25a11		d3655d529afffa6162e98f4751089650e7d08a7c
com.daml	daml-lf-transaction_2.13	1.18.1-snapshot.20220113.8434.0.1724373f		d3655d529afffa6162e98f4751089650e7d08a7c
com.daml	daml-lf-transaction_2.13	1.18.1-snapshot.20220113.8434.1.1724373f		d3655d529afffa6162e98f4751089650e7d08a7c
com.daml	daml-lf-transaction_2.13	1.18.2		efc277d09722301c34be4cc16a769eedb438c071
com.daml	daml-lf-transaction_2.13	1.18.2-snapshot.20220310.8437.1.5221a5d1		efc277d09722301c34be4cc16a769eedb438c071
