ai.dragonfly	democrossy-docs_3	0.1		e51011baa32489279c6447f687504f0c0f097ed9
ch.exense.step	step-automation-packages-junit-model	3.26.5-customized-j		6188d5035cfdf84301f7554b8ddf963dea0f2410
ch.exense.step	step-automation-packages-junit-model	3.27.0		08d6fada77f7c0afe960043cf064ce7db2acdf44
ch.exense.step	step-automation-packages-junit-model	3.27.1		baf2b1a7e9c7a54d1ea999f68219d945b11876c3
ch.exense.step	step-automation-packages-junit-model	3.27.2		5a5578dd366c817869db1ee5788d0628feff8712
cn.fntop	sms-core-spring-boot-starter	1.0		14db1bfe69356a88cfd928893913e7f24fe940d5
cn.fntop	sms-core-spring-boot-starter	1.1		b0afd8b17857ddfe2dcf5dee7af316b4cfbd00d0
cn.fntop	sms-core-spring-boot-starter	2.0.0		e3982e68c847e512c14d362d2b636911b659e516
co.touchlab	kermit-koin-iosx64	1.1.0		N/A
co.touchlab	kermit-koin-iosx64	1.1.0	metadata	d913130f53f85f72351126c1af05131be6b223f7
co.touchlab	kermit-koin-iosx64	1.1.1		N/A
co.touchlab	kermit-koin-iosx64	1.1.1	metadata	b4ebe99f64d130685eae6c3f21031c1511514d4b
co.touchlab	kermit-koin-iosx64	1.1.2		N/A
co.touchlab	kermit-koin-iosx64	1.1.2	metadata	a53268e14bb5bec91505171b02a8e48ffad1f447
co.touchlab	kermit-koin-iosx64	1.1.3		N/A
co.touchlab	kermit-koin-iosx64	1.1.3	metadata	bf3e7eafeef252752e701716494eec265bf445ab
co.touchlab	kermit-koin-iosx64	1.2.0-M2		N/A
co.touchlab	kermit-koin-iosx64	1.2.0-M2	metadata	26653c7973373e3fe34b6a9bddfb70efbf83d4c7
co.touchlab	kermit-koin-iosx64	1.2.1-alpha		N/A
co.touchlab	kermit-koin-iosx64	1.2.1-alpha	metadata	2d054ec578118936c44a9c6f8953de9786a01b0c
co.touchlab	kermit-koin-iosx64	1.2.2		N/A
co.touchlab	kermit-koin-iosx64	1.2.2	metadata	9d1bd33b6e7af657296de3428d6ea72e5228ad01
co.touchlab	kermit-koin-iosx64	1.2.3		N/A
co.touchlab	kermit-koin-iosx64	1.2.3	metadata	a62527bd9ac5ed9677cb5b6b8af374677d59b6e1
co.touchlab	kermit-koin-iosx64	2.0.0		N/A
co.touchlab	kermit-koin-iosx64	2.0.0	metadata	9739412239cc075c68ed7bf9bc55f5455a97c6d3
co.touchlab	kermit-koin-iosx64	2.0.0-RC		N/A
co.touchlab	kermit-koin-iosx64	2.0.0-RC	metadata	0a0be3ec51f85b87279023e7d197f030d38b0452
co.touchlab	kermit-koin-iosx64	2.0.0-RC2		N/A
co.touchlab	kermit-koin-iosx64	2.0.0-RC2	metadata	e7aab56e3c6fd35573a590753eb9d22650a8819a
co.touchlab	kermit-koin-iosx64	2.0.0-RC3		N/A
co.touchlab	kermit-koin-iosx64	2.0.0-RC3	metadata	42d6f86588a81d832fbd2983b747ed87c8a9a571
co.touchlab	kermit-koin-iosx64	2.0.0-RC4		N/A
co.touchlab	kermit-koin-iosx64	2.0.0-RC4	metadata	921aa0245e045e540df04833ede2d830e9b12545
co.touchlab	kermit-koin-iosx64	2.0.0-RC5		N/A
co.touchlab	kermit-koin-iosx64	2.0.0-RC5	metadata	32c45524d569df84b8cc3dc1246e10061e029d0e
co.touchlab	kermit-koin-iosx64	2.0.1		N/A
co.touchlab	kermit-koin-iosx64	2.0.1	metadata	5ad31aa2c48a53eaf627d491f4f3aa684ceb9c65
co.touchlab	kermit-koin-iosx64	2.0.2		N/A
co.touchlab	kermit-koin-iosx64	2.0.2	metadata	d591f9a803641535362939869503ef7870aed740
co.touchlab	kermit-koin-iosx64	2.0.3		N/A
co.touchlab	kermit-koin-iosx64	2.0.3	metadata	a719e59b53900fecf8e480df0e6f60245c0fd2b5
co.touchlab	kermit-koin-iosx64	2.0.4		N/A
co.touchlab	kermit-koin-iosx64	2.0.4	metadata	2d1f056efc7597979320eb1c069fcad5774f5ee3
co.touchlab	kermit-koin-iosx64	2.0.5		N/A
co.touchlab	kermit-koin-iosx64	2.0.5	metadata	857e8c069c12c018cd3ec9a926ca8435b7b9bab3
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.10.0		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.10.0	metadata	4a2ffdbb717af2e5bb05982abbe0f1b83c9a019f
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.10.1		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.10.1	metadata	8c7f627d05df706f453e76fef32afdb0da023014
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.10.2-preview.2.1.20		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.10.2-preview.2.1.20	metadata	a6cab35af473147ea128555a895eb13d7d714628
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0	metadata	0db314696dcb621b2308c73b887482d4a14f6575
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0-RC.1		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0-RC.1	metadata	2dc1e04f96849af848238f6c42741f30f6ea48cc
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0-RC.3		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0-RC.3	metadata	b73fb6abf07b8d633fdd6974a1f556098a1ed43a
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0-RC.4		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0-RC.4	metadata	3b9b6c675ff4845732e47c40c6c7997323b60a6b
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0-RC.5		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.0-RC.5	metadata	85b9519da98b5cb4c9a830cc1fe343da1d8f8d07
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.1		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.1	metadata	557055e0cc127d81f13ac453e9e08cda7f5b4c97
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.2		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.2	metadata	669c72aaec12f64047b753a921f7493ed6a909d6
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.3		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.3	metadata	034e388853547318c2bcc6d19f28e28ab4488881
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.4		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.4	metadata	064e044e54489e0cd4afa33036d92546292581a6
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.5		N/A
co.touchlab.skie	configuration-annotations-1.8.0-tvossimulatorarm64	0.9.5	metadata	d251fe600b3c073c3f73028702a3b2b1f110dc33
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.0.0		0c12e775002a97c0c1eb928b1160d515178bc62c
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.0.0-beta.1		6717682e1613d6e7c4549ba94830744049249a64
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.1.0		85f2a902c2765bc44352fcf438855dd7c9f53d9e
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.10.0		f73e118f1f697cb5fd7f9e5ec966c68d53d5ec9e
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.11.0		4c200eda634098e4bf81ed53f270907ad47295bd
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.12.0		9701f46429a76111ac9bc1bed2c8205720068601
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.13.0		b48d760567225b097dbee0b82a338174db45d1fc
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.14.0		a99881f95db15d04b0ab8df121912d966df265bc
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.2.0		9e6685fba7819af8af5b16e87f9a0eb5962eaf73
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.3.0		2d8006bec1525669bc509233c2e5d79af061ef7e
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.4.0		3d0dc5727d2bd9f8f6c8e96ef1f1b09587b8467f
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.5.0		b4cf90e468cf129a828423736b7a5acd8f1ed108
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.6.0		c70e82b394f525c39f554a73faf6d3de79d5b4ff
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.7.0		4583b320baf522fbd221ffeb41d60501d126a8a4
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.8.0		7d82495bdd5ef02d6d301226d6a9a04c23ea0f18
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	2.9.0		462e9b5afd7692895ea6ca62f84672e5d89a26b7
com.azure.spring	azure-spring-cloud-stream-binder-servicebus-topic	4.0.0		32221800dab2ea9d16eff828f8ff24c87597394f
com.bugtags.library	bugtags-gradle	1.1.0		66d25f64de9bf144164be24ff55780ec3079bd95
com.bugtags.library	bugtags-gradle	1.2.0		f1e0bd31285b14d83497ea42b0c18159af2c9dde
com.bugtags.library	bugtags-gradle	1.2.1		2925a78bdd2080099e353fb78614e1a3799ecd60
com.bugtags.library	bugtags-gradle	1.2.2		e10d7228fce4799aa5a3b6542ef7ac3c77888175
com.bugtags.library	bugtags-gradle	1.2.4		7a647df7e762bb2b276a4f180eb533e833767efd
com.bugtags.library	bugtags-gradle	1.2.5		d630df0c6857d23d0aa44caf591ae8629beb6a0a
com.bugtags.library	bugtags-gradle	1.2.6		cdd4fbc924e7a5d648c87cee9e55dd0b5910da3a
com.bugtags.library	bugtags-gradle	1.3.0		d3298011b501fd30ef3386807a681f025d0f09a4
com.bugtags.library	bugtags-gradle	2.0.0		a1b381b57932fcd370d99e1d4894b338597d27c5
com.bugtags.library	bugtags-gradle	2.1.1		cfaf8d1fd0ee2c09acd265fbcd23fe3d3c23c3d7
com.bugtags.library	bugtags-gradle	2.1.2		e386bef8a35aabdf409c882d4e698313779d2a03
com.bugtags.library	bugtags-gradle	2.1.5		N/A
com.bugtags.library	bugtags-gradle	2.1.6		c6ac77ec9941335ffde8685aabd2d31501714d96
com.bytegain.analytics	analytics	5.0.0		1d2b76110a0b82e92a879afbcb46b703438a1f44
com.bytegain.analytics	analytics	5.1.0		57301506a36955eea73d1e44ad0a2e82a4717570
com.cognifide.apm	apm-actions.main	5.0.0		3e71a6ab9018033d22389872bf70ee5fd0228912
com.cognifide.apm	apm-actions.main	5.0.0-RC1		77d37b07c7a8acc66515e1a9125accf3dd22b4cd
com.cognifide.apm	apm-actions.main	5.0.0-RC2		2c593a75978144da73da64e3f958c4fdd2f9b46e
com.cognifide.apm	apm-actions.main	5.0.0-RC3		ab79d2ef3e7334500ebe908c1a2bd0bc2d6d291b
com.cognifide.apm	apm-actions.main	5.0.0-RC4		132360704d210ca7c96fe8e4e6a64983c13c782e
com.cognifide.apm	apm-actions.main	5.0.0-RC5		0267a11e09307c26fd9c5384ef76fa9381ede0b1
com.cognifide.apm	apm-actions.main	5.0.1		49bbc79c340c0a8a864e18be835e0df281c82de8
com.cognifide.apm	apm-actions.main	5.1.0		4045d96bad84b6d1ba58d3fee5ab1c58bdea1300
com.cognifide.apm	apm-actions.main	5.5.3		54d9a2c57f45cf46a2c5f052093526f1bb95253d
com.cognifide.apm	apm-actions.main	5.5.4		7567929f9f763ba0a4722f2d3f281e6be97f1d7c
com.cognifide.apm	apm-actions.main	5.5.5		49b2693b978fb477c33a09edebac7e784e08995e
com.cognifide.apm	apm-actions.main	5.6.0		df5c8e37382eb7651faa70867c62c37833cfcd76
com.cognifide.apm	apm-actions.main	5.6.0-RC1		a92caaa65f288843766444e1ad8e0a37ed17d39a
com.cognifide.apm	apm-actions.main	5.6.0-RC2		a3ed388ed59c0ccca0a6a07f6cc7b20eb8934e0a
com.cognifide.apm	apm-actions.main	5.6.0-RC3		18330656f6c1bf0f710b1a7b5e0a0f5239d30044
com.cognifide.apm	apm-actions.main	5.6.1		70e7a0bf63a09c462abc44ffa88f16bed7d71d70
com.cognifide.apm	apm-actions.main	5.6.10		8e55823a195b1afd2a95206678556e87b451ad48
com.cognifide.apm	apm-actions.main	5.6.11		c1f114cf2ff6f35ca5bac723a54736eb69a3d8fc
com.cognifide.apm	apm-actions.main	5.6.12		0407c6c5b1c30b686efb9d120675ea3c5452c8a5
com.cognifide.apm	apm-actions.main	5.6.13		86e5d3ce1f20c11c2a7d8ec70fa775bfd6d3627a
com.cognifide.apm	apm-actions.main	5.6.15		9f54a171c8c489837d810c70544a733ab3448555
com.cognifide.apm	apm-actions.main	5.6.16		84cedd2f74a36deaa4aa90d3fa27dcd56efede5d
com.cognifide.apm	apm-actions.main	5.6.17		96aaf2115e76a558e27106f9383394c7c7b04a88
com.cognifide.apm	apm-actions.main	5.6.18		a22fd4bb9636f8972f3ec54eb1a3ddba885ef5da
com.cognifide.apm	apm-actions.main	5.6.19		4a27f314b1170e1f4e3bd444167f769e47e97a10
com.cognifide.apm	apm-actions.main	5.6.2		2e2eca46217b7aa65c576c9cbfe8c59fe22821bf
com.cognifide.apm	apm-actions.main	5.6.20		49a23b55d43ca5a3cc8ef3b99a19fb20f0b6f03e
com.cognifide.apm	apm-actions.main	5.6.21		1339165e2780621b9741bf18a5ee58a092a2befe
com.cognifide.apm	apm-actions.main	5.6.22		eff177c898e156b8edeca0224e4351741632b0d3
com.cognifide.apm	apm-actions.main	5.6.23		f767c326cf3b4a7407a3690fb4546653f05a7af3
com.cognifide.apm	apm-actions.main	5.6.24		d4273ad30f6651586915ba2687dfd77d148b20e3
com.cognifide.apm	apm-actions.main	5.6.25		3f1f612e8ad30a4d6f9abbcb613ae873a9c9ac40
com.cognifide.apm	apm-actions.main	5.6.26		313ade5b55fbd88f4735b461b4a1a75b2dec232a
com.cognifide.apm	apm-actions.main	5.6.3		644d99d98aaf0b768f9f7ab34fea2fff17a63522
com.cognifide.apm	apm-actions.main	5.6.4		cc15cc74f1ef53e30141b3de0766bad83d6dd904
com.cognifide.apm	apm-actions.main	5.6.5		1707d80f2ba30b0b20c698cb2a5736e4a8902a90
com.cognifide.apm	apm-actions.main	5.6.6		800a4ee5baa98a0d5df3bb64518877494353f4b0
com.cognifide.apm	apm-actions.main	5.6.7		62dd2e34253ecb6c382977e4631b2a92bf7e5a55
com.cognifide.apm	apm-actions.main	5.6.8		8b41b3ea3e4de5b293b19ec5cb73281490f42788
com.cognifide.apm	apm-actions.main	5.6.9		56e17d4442832442f48b0418d07c6c5183b01e3b
com.cognifide.apm	apm-actions.main	5.7.0		9723500210383ce1e82491c4509314c5d6d5675d
com.cognifide.apm	apm-actions.main	5.7.1		c1c7adef389c8dbc7b804f4442189e6431eb1c2b
com.cognifide.apm	apm-actions.main	5.7.2		93bde36df8cc4817554eb247e17caec863251871
com.fizzed	tkrzw-api	0.0.1		50a50ce4bddf321195385dc41fe55a6ee85d9b1d
com.fizzed	tkrzw-api	0.0.2		808538f697a15e14744f30dbb9b07997b935d929
com.fizzed	tkrzw-api	0.0.4		cbea9c07d3eee01886bb7b6cc0c33ab79f72e7c5
com.fizzed	tkrzw-api	0.0.5		66415a835a0fe983a107088998d3e6b54b9a03f9
com.fizzed	tkrzw-api	0.0.6		2ce8183be60868cd3f55ee9d745440c8ca04c4fb
com.fizzed	tkrzw-api	0.0.7		1a7d1b852d09be6f0c97315ff1e4799738a8e21c
com.fizzed	tkrzw-api	0.0.8		05449239a1fabf7b590599390fa2db6d76c7c6ec
com.fizzed	tkrzw-api	0.0.9		4a8bcfa758fa5a5c24f4709810a88b31bb271d01
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.5		N/A
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.5	metadata	700808a42ea1a4c8b8f50301938ad23f00cc225b
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.6		N/A
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.6	metadata	0f7447c914d0f4a0debe08d658c8369eb06db55c
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.6-alpha1		N/A
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.6-alpha1	metadata	faf8a67a033fe704a84fd2700e667f0718e22e95
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.7		N/A
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.7	metadata	fb2c181cbbe4b8c07b6118957a4b04e5f6885614
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.8		N/A
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.8	metadata	c6f29ab46d5837e3acf9954150107295ed1c7958
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.9		N/A
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.1.9	metadata	c0bcf7da408905c8050832ac70e9d4d5a20e3d38
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.2.0		N/A
com.fleeksoft.ksoup	ksoup-engine-common-tvosarm64	0.2.0	metadata	0191e439f6698d3bc7faffea1231bc37d53533fa
com.genesys	es-index	9.1.002.00		beccc160bbbd4bd851c029b756d7c90dd268ce71
com.genesys	es-index	9.1.002.00	jar-with-dependencies	fe48c14dc385f72cd82daad4b444e44fdd275287
com.github.attemper	jsr223-nativeshell	0.9.10		c2731961919e4e2d95b2e6e079798dda75d5f436
com.github.attemper	jsr223-nativeshell	0.9.9		dc5332143570fd9db6f43059cf0e662f913c22a4
com.github.dral	ouch	0.1.0		81311ce316f711c5c2557eb0b3772907b87452b6
com.github.liuzhengyang	simple-example	1.0		20c865a675a5ec53416af43b02c8853872572e16
com.github.luohaha	LightComm4J	0.1.3		b7b56cc983b7745b176c16138ec8a2f5756198e3
com.github.luohaha	LightComm4J	1.0.0		a1c5f26a71d1f1bf03412f67ab3ccb5fcf868daa
com.github.moaxcp.x11.x11-protocol	x11-protocol-xfixes	0.16.0		5b8fba5845df9c31222233d663f13b058d10839c
com.github.moaxcp.x11.x11-protocol	x11-protocol-xfixes	0.17.0		5584770f953284f4c27eb33cacf473c81e75910e
com.github.moaxcp.x11.x11-protocol	x11-protocol-xfixes	0.18.1		ecc141995ad004eb6fb1c3bb152ebe16f6bf4da1
com.github.moaxcp.x11.x11-protocol	x11-protocol-xfixes	0.18.2		5ce3670b3d571de76abdfc873e37fe9c0bfb751a
com.github.moaxcp.x11.x11-protocol	x11-protocol-xfixes	0.19.0		9d1e307b9c1638c3109dde49bf76fa905ed65f6f
com.github.moaxcp.x11.x11-protocol	x11-protocol-xfixes	0.20.0		22df71b4c9a126d48b5616e7c5658680a8f645e0
com.github.moaxcp.x11.x11-protocol	x11-protocol-xfixes	0.21.0		cb4e29b4d61b10b2ce3298bc24be17152f24fc78
com.github.moaxcp.x11.x11-protocol	x11-protocol-xfixes	0.22.0		4906eeaab36119f3f209da16df2ae036b73474e6
com.github.seratch	scalikejdbc_2.10.0-RC1	1.4.0		cd238acc70fec09d157724ba4bff2d2cc45bbbd0
com.github.seratch	scalikejdbc_2.10.0-RC1	1.4.1		e2821a4bf381fd48f4c869e38a7dcab793769eed
com.github.tarao	collection_2.13	1.0.0		8790182a4e199b14ac984493879d29514d9fe5a9
com.github.twitch4j	twitch4j-kotlin	1.10.0		87171336d24bafe8d59d77d4a2b4e9cb3bac3d22
com.github.twitch4j	twitch4j-kotlin	1.10.0	shaded	91fc69201b2157024d64d2d828067a90679fe907
com.github.twitch4j	twitch4j-kotlin	1.11.0		21fd1c4a4e74636114f266e829a4f8af0839ea7f
com.github.twitch4j	twitch4j-kotlin	1.11.0	shaded	509464504fc75000ee777d13b23a980ebd41dc1d
com.github.twitch4j	twitch4j-kotlin	1.12.0		88519ec60e71a5031ff50785cfe9347558315d75
com.github.twitch4j	twitch4j-kotlin	1.12.0	shaded	8525f5af45a07629b54cafad76402c4dcbd9cc1a
com.github.twitch4j	twitch4j-kotlin	1.13.0		a16c71f4b856f846197ce2d630091a4afe78e14d
com.github.twitch4j	twitch4j-kotlin	1.13.0	shaded	8e41b39d7b933b4231e94b3a4680c6833b7a6d7c
com.github.twitch4j	twitch4j-kotlin	1.14.0		e937506242bf04876b1e91a16003d576e2b7b268
com.github.twitch4j	twitch4j-kotlin	1.14.0	shaded	599a330bd680dd9368f013d3f121d97af126a498
com.github.twitch4j	twitch4j-kotlin	1.15.0		345591778a9dffbf860d7dc956e495290d9aed81
com.github.twitch4j	twitch4j-kotlin	1.15.0	shaded	dda1430d54e21e0f1bd4a44f4c3e047a52f82d0f
com.github.twitch4j	twitch4j-kotlin	1.16.0		b3cef93b2cdde5cd9721b9aeedc4e9757b870a7b
com.github.twitch4j	twitch4j-kotlin	1.17.0		fe81aa8e029622dc389b7f1794b318b7a71f6165
com.github.twitch4j	twitch4j-kotlin	1.18.0		9233628d8a007ffdd7b08681e30cd3e7a139580b
com.github.twitch4j	twitch4j-kotlin	1.19.0		fd2b527d29163c261a7240af318c5d305e317be7
com.github.twitch4j	twitch4j-kotlin	1.20.0		eee098b0ff3348c81fb9ffa80f1aca32c06224a2
com.github.twitch4j	twitch4j-kotlin	1.21.0		f4a91b9403ac43807f619eae88b3350cac72ac8d
com.github.twitch4j	twitch4j-kotlin	1.22.0		e35f92e01e6af528973b5babda4c603e8cef38b1
com.github.twitch4j	twitch4j-kotlin	1.23.0		e9e55800b3467776696813ae3ae65274b164c460
com.github.twitch4j	twitch4j-kotlin	1.24.0		1a66448dede21249e849804d4d46b3082bc072dc
com.github.workingDog	scalastix_2.11	0.1		c738490f9e08019b87453d88ca35c4f6346f231f
com.google.cloud	google-cloud-servicedirectory-bom	0.1.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	0.1.1		N/A
com.google.cloud	google-cloud-servicedirectory-bom	0.2.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	0.2.1		N/A
