ba.sake	kalem-rules_2.11	0.0.1		5401027ba46476f96291a342556fa91669b81957
cn.qqhxj.rxtx	spring-boot-starter-rxtx	2.1.0-RELEASE		38e8bbfa4f224d7ad2d951077a5e1fd0ae6a76da
cn.qqhxj.rxtx	spring-boot-starter-rxtx	3.1.0-RELEASE		704c5f1103ba80262f7becbd72d204ff6029f959
co.paralleluniverse	comsat-kafka	0.6.0		a8534741d2186f9a8e187d447de8b2621d849f15
co.paralleluniverse	comsat-kafka	0.7.0		733a874ba5910ae0f62e7a46ed6090e01c25d624
com.amplifyframework	aws-api-appsync	1.1.0		N/A
com.amplifyframework	aws-api-appsync	1.1.1		N/A
com.amplifyframework	aws-api-appsync	1.1.2		N/A
com.amplifyframework	aws-api-appsync	1.1.3		N/A
com.amplifyframework	aws-api-appsync	1.16.11		N/A
com.amplifyframework	aws-api-appsync	1.16.12		N/A
com.amplifyframework	aws-api-appsync	1.16.13		N/A
com.amplifyframework	aws-api-appsync	1.16.14		N/A
com.amplifyframework	aws-api-appsync	1.16.15		N/A
com.amplifyframework	aws-api-appsync	1.17.0		N/A
com.amplifyframework	aws-api-appsync	1.17.1		N/A
com.amplifyframework	aws-api-appsync	1.17.2		N/A
com.amplifyframework	aws-api-appsync	1.17.3		N/A
com.amplifyframework	aws-api-appsync	1.17.4		N/A
com.amplifyframework	aws-api-appsync	1.17.5		N/A
com.amplifyframework	aws-api-appsync	1.17.6		N/A
com.amplifyframework	aws-api-appsync	1.17.7		N/A
com.amplifyframework	aws-api-appsync	1.17.8		N/A
com.amplifyframework	aws-api-appsync	1.18.0		N/A
com.amplifyframework	aws-api-appsync	1.19.0		N/A
com.amplifyframework	aws-api-appsync	1.2.0		N/A
com.amplifyframework	aws-api-appsync	1.20.0		N/A
com.amplifyframework	aws-api-appsync	1.20.1		N/A
com.amplifyframework	aws-api-appsync	1.21.0		N/A
com.amplifyframework	aws-api-appsync	1.22.0		N/A
com.amplifyframework	aws-api-appsync	1.23.0		N/A
com.amplifyframework	aws-api-appsync	1.24.0		N/A
com.amplifyframework	aws-api-appsync	1.24.1		N/A
com.amplifyframework	aws-api-appsync	1.25.0		N/A
com.amplifyframework	aws-api-appsync	1.25.1		N/A
com.amplifyframework	aws-api-appsync	1.26.0		N/A
com.amplifyframework	aws-api-appsync	1.27.0		N/A
com.amplifyframework	aws-api-appsync	1.28.0		N/A
com.amplifyframework	aws-api-appsync	1.28.1		N/A
com.amplifyframework	aws-api-appsync	1.28.2		N/A
com.amplifyframework	aws-api-appsync	1.28.3		N/A
com.amplifyframework	aws-api-appsync	1.28.3-rc		N/A
com.amplifyframework	aws-api-appsync	1.29.0		N/A
com.amplifyframework	aws-api-appsync	1.29.1		N/A
com.amplifyframework	aws-api-appsync	1.3.0		N/A
com.amplifyframework	aws-api-appsync	1.3.1		N/A
com.amplifyframework	aws-api-appsync	1.3.2		N/A
com.amplifyframework	aws-api-appsync	1.30.0		N/A
com.amplifyframework	aws-api-appsync	1.30.1		N/A
com.amplifyframework	aws-api-appsync	1.31.0		N/A
com.amplifyframework	aws-api-appsync	1.31.1		N/A
com.amplifyframework	aws-api-appsync	1.31.2		N/A
com.amplifyframework	aws-api-appsync	1.31.3		N/A
com.amplifyframework	aws-api-appsync	1.32.0		N/A
com.amplifyframework	aws-api-appsync	1.32.1		N/A
com.amplifyframework	aws-api-appsync	1.32.2		N/A
com.amplifyframework	aws-api-appsync	1.33.0		N/A
com.amplifyframework	aws-api-appsync	1.34.0		N/A
com.amplifyframework	aws-api-appsync	1.35.0		N/A
com.amplifyframework	aws-api-appsync	1.35.1		N/A
com.amplifyframework	aws-api-appsync	1.35.2		N/A
com.amplifyframework	aws-api-appsync	1.35.3		N/A
com.amplifyframework	aws-api-appsync	1.35.4		N/A
com.amplifyframework	aws-api-appsync	1.35.5		N/A
com.amplifyframework	aws-api-appsync	1.35.6		N/A
com.amplifyframework	aws-api-appsync	1.35.7		N/A
com.amplifyframework	aws-api-appsync	1.36.0		N/A
com.amplifyframework	aws-api-appsync	1.36.0-dev-preview.0		N/A
com.amplifyframework	aws-api-appsync	1.36.1		N/A
com.amplifyframework	aws-api-appsync	1.36.2		N/A
com.amplifyframework	aws-api-appsync	1.36.3		N/A
com.amplifyframework	aws-api-appsync	1.36.4		N/A
com.amplifyframework	aws-api-appsync	1.36.5		N/A
com.amplifyframework	aws-api-appsync	1.36.5-dev-preview.0		N/A
com.amplifyframework	aws-api-appsync	1.37.0		N/A
com.amplifyframework	aws-api-appsync	1.37.1		N/A
com.amplifyframework	aws-api-appsync	1.37.10		N/A
com.amplifyframework	aws-api-appsync	1.37.11		N/A
com.amplifyframework	aws-api-appsync	1.37.12		N/A
com.amplifyframework	aws-api-appsync	1.37.13		N/A
com.amplifyframework	aws-api-appsync	1.37.2		N/A
com.amplifyframework	aws-api-appsync	1.37.3		N/A
com.amplifyframework	aws-api-appsync	1.37.4		N/A
com.amplifyframework	aws-api-appsync	1.37.5		N/A
com.amplifyframework	aws-api-appsync	1.37.6		N/A
com.amplifyframework	aws-api-appsync	1.37.7		N/A
com.amplifyframework	aws-api-appsync	1.37.8		N/A
com.amplifyframework	aws-api-appsync	1.37.9		N/A
com.amplifyframework	aws-api-appsync	1.38.0		N/A
com.amplifyframework	aws-api-appsync	1.38.1		N/A
com.amplifyframework	aws-api-appsync	1.38.2		N/A
com.amplifyframework	aws-api-appsync	1.38.3		N/A
com.amplifyframework	aws-api-appsync	1.38.4		N/A
com.amplifyframework	aws-api-appsync	1.38.5		N/A
com.amplifyframework	aws-api-appsync	1.38.6		N/A
com.amplifyframework	aws-api-appsync	1.38.7		N/A
com.amplifyframework	aws-api-appsync	1.38.8		N/A
com.amplifyframework	aws-api-appsync	1.4.0		N/A
com.amplifyframework	aws-api-appsync	1.4.1		N/A
com.amplifyframework	aws-api-appsync	1.4.2		N/A
com.amplifyframework	aws-api-appsync	1.5.0		N/A
com.amplifyframework	aws-api-appsync	1.6.0		N/A
com.amplifyframework	aws-api-appsync	1.6.1		N/A
com.amplifyframework	aws-api-appsync	1.6.10		N/A
com.amplifyframework	aws-api-appsync	1.6.11		N/A
com.amplifyframework	aws-api-appsync	1.6.2		N/A
com.amplifyframework	aws-api-appsync	1.6.3		N/A
com.amplifyframework	aws-api-appsync	1.6.4		N/A
com.amplifyframework	aws-api-appsync	1.6.5		N/A
com.amplifyframework	aws-api-appsync	1.6.6		N/A
com.amplifyframework	aws-api-appsync	1.6.7		N/A
com.amplifyframework	aws-api-appsync	1.6.8		N/A
com.amplifyframework	aws-api-appsync	1.6.9		N/A
com.amplifyframework	aws-api-appsync	2.0.0		N/A
com.amplifyframework	aws-api-appsync	2.1.0		N/A
com.amplifyframework	aws-api-appsync	2.1.1		N/A
com.amplifyframework	aws-api-appsync	2.10.0		N/A
com.amplifyframework	aws-api-appsync	2.11.0		N/A
com.amplifyframework	aws-api-appsync	2.11.1		N/A
com.amplifyframework	aws-api-appsync	2.11.2		N/A
com.amplifyframework	aws-api-appsync	2.11.3		N/A
com.amplifyframework	aws-api-appsync	2.12.0		N/A
com.amplifyframework	aws-api-appsync	2.13.0		N/A
com.amplifyframework	aws-api-appsync	2.13.1		N/A
com.amplifyframework	aws-api-appsync	2.13.2		N/A
com.amplifyframework	aws-api-appsync	2.14.0		N/A
com.amplifyframework	aws-api-appsync	2.14.1		N/A
com.amplifyframework	aws-api-appsync	2.14.10		N/A
com.amplifyframework	aws-api-appsync	2.14.11		N/A
com.amplifyframework	aws-api-appsync	2.14.12		N/A
com.amplifyframework	aws-api-appsync	2.14.13		N/A
com.amplifyframework	aws-api-appsync	2.14.2		N/A
com.amplifyframework	aws-api-appsync	2.14.3		N/A
com.amplifyframework	aws-api-appsync	2.14.4		N/A
com.amplifyframework	aws-api-appsync	2.14.5		N/A
com.amplifyframework	aws-api-appsync	2.14.6		N/A
com.amplifyframework	aws-api-appsync	2.14.7		N/A
com.amplifyframework	aws-api-appsync	2.14.8		N/A
com.amplifyframework	aws-api-appsync	2.14.9		N/A
com.amplifyframework	aws-api-appsync	2.15.0		N/A
com.amplifyframework	aws-api-appsync	2.15.1		N/A
com.amplifyframework	aws-api-appsync	2.15.2		N/A
com.amplifyframework	aws-api-appsync	2.16.0		N/A
com.amplifyframework	aws-api-appsync	2.16.1		N/A
com.amplifyframework	aws-api-appsync	2.17.0		N/A
com.amplifyframework	aws-api-appsync	2.18.0		N/A
com.amplifyframework	aws-api-appsync	2.19.0		N/A
com.amplifyframework	aws-api-appsync	2.19.1		N/A
com.amplifyframework	aws-api-appsync	2.2.0		N/A
com.amplifyframework	aws-api-appsync	2.2.1		N/A
com.amplifyframework	aws-api-appsync	2.2.2		N/A
com.amplifyframework	aws-api-appsync	2.20.0		N/A
com.amplifyframework	aws-api-appsync	2.21.0		N/A
com.amplifyframework	aws-api-appsync	2.21.1		N/A
com.amplifyframework	aws-api-appsync	2.22.0		N/A
com.amplifyframework	aws-api-appsync	2.23.0		N/A
com.amplifyframework	aws-api-appsync	2.24.0		N/A
com.amplifyframework	aws-api-appsync	2.24.1		N/A
com.amplifyframework	aws-api-appsync	2.25.0		N/A
com.amplifyframework	aws-api-appsync	2.25.1		N/A
com.amplifyframework	aws-api-appsync	2.26.0		N/A
com.amplifyframework	aws-api-appsync	2.27.0		N/A
com.amplifyframework	aws-api-appsync	2.27.1		N/A
com.amplifyframework	aws-api-appsync	2.27.2		N/A
com.amplifyframework	aws-api-appsync	2.27.3		N/A
com.amplifyframework	aws-api-appsync	2.3.0		N/A
com.amplifyframework	aws-api-appsync	2.4.0		N/A
com.amplifyframework	aws-api-appsync	2.4.1		N/A
com.amplifyframework	aws-api-appsync	2.5.0		N/A
com.amplifyframework	aws-api-appsync	2.6.0		N/A
com.amplifyframework	aws-api-appsync	2.7.0		N/A
com.amplifyframework	aws-api-appsync	2.7.1		N/A
com.amplifyframework	aws-api-appsync	2.8.0		N/A
com.amplifyframework	aws-api-appsync	2.8.1		N/A
com.amplifyframework	aws-api-appsync	2.8.2		N/A
com.amplifyframework	aws-api-appsync	2.8.3		N/A
com.amplifyframework	aws-api-appsync	2.8.4		N/A
com.amplifyframework	aws-api-appsync	2.8.5		N/A
com.amplifyframework	aws-api-appsync	2.8.6		N/A
com.amplifyframework	aws-api-appsync	2.8.7		N/A
com.amplifyframework	aws-api-appsync	2.9.0		N/A
com.amplifyframework	aws-api-appsync	2.9.1		N/A
com.amplifyframework	aws-api-appsync	main		N/A
com.amplifyframework	aws-api-appsync	v1.37.0-cpkey-preview.0		N/A
com.amplifyframework	aws-api-appsync	v1.37.0-cpkey-preview.1		N/A
com.amplifyframework	aws-api-appsync	v1.37.0-cpkey-preview.2		N/A
com.amplifyframework	aws-api-appsync	v1.37.0-cpkey-preview.3		N/A
com.anrisoftware.sscontrol	sscontrol-httpd-redmine	1.0-alpha-1		c332ca3d351995961429afece359d021aae7081f
com.anrisoftware.sscontrol	sscontrol-httpd-redmine	1.0-alpha-3		9b50b4bd84c5ae2a7a3a7d80cb20c87144baf144
com.anrisoftware.sscontrol	sscontrol-httpd-redmine	1.0-alpha-4		e6ea18840d86d667f99062c08d1206ece6cceabc
com.atlassian.buildeng	bamboo-pbc-specs	1.1.0		a8946a9e3e021db7ad9bba64eb6fa73819fb5625
com.atlassian.buildeng	bamboo-pbc-specs	1.2.0		e60359a76c9e9fda401bc6ae7aed5248b8ffa675
com.atlassian.buildeng	bamboo-pbc-specs	1.3.0		0275661ed50b41028a9fa678d23825b68c3973cc
com.atlassian.buildeng	bamboo-pbc-specs	1.3.1		3682c41e0e0150bcadf424ab284b7e88fb6bd1ab
com.atlassian.buildeng	bamboo-pbc-specs	1.3.2		635aa2e4dfc602c41ebe18ca41c5bfe015eb591d
com.atlassian.buildeng	bamboo-pbc-specs	1.3.3		dfa8c9d75e9668c4b04c7b03bcdb3640de0bcf49
com.atlassian.buildeng	bamboo-pbc-specs	1.3.9		50be4737c172dcf9c3c7bef2a6ff2300c88e16a9
com.atlassian.buildeng	bamboo-pbc-specs	1.4.0		ad8381d10fa770cce7bc8f190012abf15659af54
com.atlassian.buildeng	bamboo-pbc-specs	1.4.1		60843366b0b56778380f8550c7c3844cf99f9811
com.atlassian.buildeng	bamboo-pbc-specs	1.4.2		08e16be3f30e2e80e03a3f5c5e3626b6551024ad
com.atlassian.buildeng	bamboo-pbc-specs	1.4.3		30cb6f1df3b29e498b4e6a099a75aa71e4bf4cab
com.atlassian.buildeng	bamboo-pbc-specs	1.4.4		bd0ac1b9adf772459bc0f91d3fefd0acd62ece5d
com.atlassian.buildeng	bamboo-pbc-specs	1.4.5		3b8d731a22375eb056d6e14181aac0fdd7741da7
com.atlassian.buildeng	bamboo-pbc-specs	1.4.6		215a65f798cb3cc6fd135ccdc8ee87bc10502c29
com.atlassian.buildeng	bamboo-pbc-specs	1.4.7		2c8d89db066bdde5468f92966e946782335355cc
com.atlassian.buildeng	bamboo-pbc-specs	2.0.0		62d93801c70df47ff3473eff15f46dd5a95463dc
com.atlassian.buildeng	bamboo-pbc-specs	2.0.1		12564211dd97ba83b7fea42eff12321e8e733517
com.atlassian.buildeng	bamboo-pbc-specs	2.1.0		3fcd42ab07a447d41a5160c1abde4374a1a20b86
com.atlassian.buildeng	bamboo-pbc-specs	2.1.1		5351af6be057c941078e324cadc4154aa67e9caa
com.atlassian.buildeng	bamboo-pbc-specs	2.1.11		7788bfd1864b3a81c378825954c40b92191fd72f
com.atlassian.buildeng	bamboo-pbc-specs	2.1.2		be7089843c38613f0c6ee09aa16b0cc058a915ba
com.atlassian.buildeng	bamboo-pbc-specs	2.1.3		b21c3c8e8aedf2bb727c678e97b574ff71465748
com.atlassian.buildeng	bamboo-pbc-specs	2.1.4		50a5be148786f583035614a79591eb88905ae35c
com.atlassian.buildeng	bamboo-pbc-specs	2.1.5		8fa35aa4012199933fbace8671883f63032dcd94
com.atlassian.buildeng	bamboo-pbc-specs	2.1.6		8d4a58343b6907f514aef3444f1120c0eea67366
com.atlassian.buildeng	bamboo-pbc-specs	2.1.7		3d7e8ba5487cb0dd91aab231af5ae8e82a803227
com.att.nsa	saClientLibrary	0.0.1		d79dc22531a7e8d5ef733f7e1596f43df5278321
com.att.nsa	saClientLibrary	1.3.0-oss		3a6b873efacefec390004427edde58fde44bbc2b
com.browserstack	appiumdriver-framework-testng	0.0.1		dc52d4cc93388a59fb8d53599686330239884f77
com.facebook.kotlin.compilerplugins.dataclassgenerate	cli	1.0.0		665cb02e46f1962088d48034b46eb383120bde18
com.facebook.kotlin.compilerplugins.dataclassgenerate	cli	1.0.1		ca5c5ec39c6fe243bcfe631c70d8dd1715abf36b
com.github.adedayo.eclipse.sdk	org.eclipse.core.filesystem.macosx	1.3.0		8b1e84d749abcbf9ce9e917ff4e980d744532cc1
com.github.fracpete	lightgbm-weka-package	2023.2.10		17abef8b7ad22a8faea4f309246ff6bbe9699f9c
com.github.fracpete	lightgbm-weka-package	2023.3.1		3134de853721c1dd4359686a44553769cc5fc433
com.github.kuzznya	exposer-core	1.1.0		af707ed1de910ff3f8beff32dac14cbe1ed12865
com.github.kuzznya	exposer-core	1.1.2		8f50f4d4bc2d36f109a94828ffff040471fb9e90
com.github.kwg0424	noCacheFilter	1.0.0		128b38038b0e6205b73d6ad84ea3f251fdf97a20
com.github.snksoft	crc	1.0.1		358f87e06459fdb9aa2cb4f5588dee54f5736eeb
com.github.snksoft	crc	1.0.2		c7dda8e7945f2766e07509528c2dd9ce4a272ecb
com.github.snksoft	crc	1.0.3		18b476bf03e206aa181b41cdac9d2c5b2a0b8e0d
com.github.snksoft	crc	1.1.0		ba7b9da254e2a5dcf0fcebe228417eaab7912bd7
com.github.spinalhdl	spinalhdl-schema-gen_2.13	0.0.4		139b129d03b22274cdc1d3f0f6f386144da1bb5c
com.hcl.domino	domino-jnx-xpages-r14	1.42.0		fb85e49dc4432f4f147b0caa74ebfcce72a58278
com.hcl.domino	domino-jnx-xpages-r14	1.42.1		acd54b350f28e463788e1a912cabe886c5d5a885
com.hcl.domino	domino-jnx-xpages-r14	1.42.2		98988cce58011a731e3a8890362b7f598abcd193
com.hcl.domino	domino-jnx-xpages-r14	1.42.3		31ae270145bb27c13ccecb2fccb4d52c0704e4af
com.hcl.domino	domino-jnx-xpages-r14	1.43.0		eb5124186db723238aecedb3bd912da6a2aa4b42
com.hcl.domino	domino-jnx-xpages-r14	1.44.0		0561a56abef701b1e61cdbf7b4fe6529dce13f52
com.hcl.domino	domino-jnx-xpages-r14	1.45.0		1216dddc8b7c6437df4731975fe95c061455eba4
com.hcl.domino	domino-jnx-xpages-r14	1.46.0		eda86cafbba2d0f7b41062618e818a6fcbb1e9b2
com.hexagonkt	starters	1.4.10		8087fc7dde426dd1be88b59223ece14282ed3b38
com.hexagonkt	starters	1.4.11		a1d2c59e21f8e18e7033f014ac9300e6d387020f
com.hexagonkt	starters	1.4.8		e31b03893a185350771fc10631fdffd46ef4fc3f
com.hexagonkt	starters	1.4.9		95c1197cf64624edffe0a7a97adc50fada1f3875
com.hexagonkt	starters	1.5.0		6a846d7f23f445b4cc1baed7f9f13d098d98361e
com.hexagonkt	starters	1.5.1		e15160024733b7bfd9ee6d033d1be1b16cced33d
com.hexagonkt	starters	1.5.2		9678b7bc0665bcce9c5c1e4f5cc9ba5eb4d0db4f
com.hexagonkt	starters	1.5.3		9c22d55c682b0e7910a2aeb66c87d85037336310
com.hexagonkt	starters	1.5.4		482217981220dae9b816a7f6ee730de96efb593c
com.hexagonkt	starters	1.6.0		7bba1bdb31a96bd93db9d63030056b04c57d2d5d
com.hexagonkt	starters	2.0.0		e9a43caef6a57fe1ff3691719a3fb90a9dc4337f
com.hexagonkt	starters	2.0.0-B1		38fd34165cad4823a179db570a27d814db2a7f5e
com.hexagonkt	starters	2.0.0-B2		a5cdc2abddcd4484460e5c7a89b31a6f966e0acf
com.hexagonkt	starters	2.0.0-B3		826cb515d5c6f33431748e9f947c86664b9c8b77
com.hexagonkt	starters	2.0.0-B4		fcb5c97e5d04d6d0e961d7c2d6c196ad4da18ba5
com.hexagonkt	starters	2.0.1		7a881ed415b68d96958d9c49887c243fc061b653
com.hexagonkt	starters	2.0.10		be7bed892500773342e88e49813e618fbd21bde1
com.hexagonkt	starters	2.0.11		b0f0c034abdaeb46caa7886ec52a6fc01c82d0a7
com.hexagonkt	starters	2.0.12		7cf0033a1c4d8892f4cd9b96d77116f68bed6b04
com.hexagonkt	starters	2.0.13		90418614df2ce08a2ee5211adaa517016275bff3
com.hexagonkt	starters	2.0.14		29d1f9077e61fd9fa7814b86f00414fb7a9d23d9
com.hexagonkt	starters	2.0.15		210acf0c1c70de780978f9ce6563a42d20f4ddfa
com.hexagonkt	starters	2.0.16		294afbc9edadb391b23595cff874ebed6c4c217e
com.hexagonkt	starters	2.0.17		714f02927b00cd3ab8f1984a6a8c9dd0c28b7343
com.hexagonkt	starters	2.0.18		8d82b386ee0f566eafa29f1afb8e540e747094f6
